White border ratio: 0.33;
Color code ratio: 0.3;
Demand ratio: 0.4;
Number of slots: 7;
Number of designs: 90;
Number of customer-specific designs: 70;
Number of standard designs: 20;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 12, 0, 0, 0.0035, 65500;
2, 14, 1, 0, 0.0035, 57000;
3, 4, 1, 0, 0.0035, 33000;
4, 19, 1, 0, 0.0035, 17000;
5, 9, 0, 0, 0.0035, 57000;
6, 11, 0, 0, 0.0035, 68000;
7, 16, 0, 0, 0.0035, 44000;
8, 17, 0, 0, 0.0035, 25000;
9, 3, 0, 0, 0.0035, 68000;
10, 16, 0, 0, 0.0035, 14500;
11, 17, 1, 0, 0.0035, 6500;
12, 17, 0, 0, 0.0035, 33000;
13, 3, 0, 0, 0.0035, 6500;
14, 5, 0, 0, 0.0035, 11500;
15, 9, 0, 0, 0.0035, 30500;
16, 1, 0, 0, 0.0035, 28000;
17, 5, 0, 0, 0.0035, 17000;
18, 9, 0, 0, 0.0035, 22500;
19, 8, 1, 0, 0.0035, 65500;
20, 12, 0, 0, 0.0035, 52000;
21, 12, 1, 0, 0.0035, 9000;
22, 2, 0, 0, 0.0035, 6500;
23, 5, 1, 0, 0.0035, 28000;
24, 7, 0, 0, 0.0035, 52000;
25, 17, 0, 0, 0.0035, 52000;
26, 11, 0, 0, 0.0035, 57000;
27, 19, 1, 0, 0.0035, 70500;
28, 2, 0, 0, 0.0035, 46500;
29, 1, 0, 0, 0.0035, 11500;
30, 10, 0, 0, 0.0035, 73500;
31, 5, 1, 0, 0.0035, 62500;
32, 4, 0, 0, 0.0035, 6500;
33, 3, 1, 0, 0.0035, 60000;
34, 17, 0, 0, 0.0035, 73500;
35, 19, 0, 0, 0.0035, 44000;
36, 11, 0, 0, 0.0035, 46500;
37, 4, 0, 0, 0.0035, 60000;
38, 5, 0, 0, 0.0035, 49000;
39, 12, 0, 0, 0.0035, 60000;
40, 3, 1, 0, 0.0035, 52000;
41, 11, 0, 0, 0.0035, 19500;
42, 5, 0, 0, 0.0035, 38500;
43, 11, 0, 0, 0.0035, 41000;
44, 12, 0, 0, 0.0035, 73500;
45, 7, 0, 0, 0.0035, 49000;
46, 6, 0, 0, 0.0035, 68000;
47, 1, 1, 0, 0.0035, 44000;
48, 20, 0, 0, 0.0035, 38500;
49, 13, 0, 0, 0.0035, 28000;
50, 11, 0, 0, 0.0035, 49000;
51, 9, 1, 0, 0.0035, 41000;
52, 21, 1, 0, 0.0035, 49000;
53, 1, 1, 0, 0.0035, 46500;
54, 3, 1, 0, 0.0035, 62500;
55, 8, 1, 0, 0.0035, 22500;
56, 9, 1, 0, 0.0035, 60000;
57, 5, 1, 0, 0.0035, 41000;
58, 15, 0, 0, 0.0035, 65500;
59, 21, 0, 0, 0.0035, 65500;
60, 8, 0, 0, 0.0035, 52000;
61, 10, 0, 0, 0.0035, 38500;
62, 5, 0, 0, 0.0035, 52000;
63, 20, 0, 0, 0.0035, 19500;
64, 13, 0, 0, 0.0035, 54500;
65, 9, 1, 0, 0.0035, 65500;
66, 12, 0, 0, 0.0035, 30500;
67, 21, 1, 0, 0.0035, 62500;
68, 7, 0, 0, 0.0035, 54500;
69, 2, 0, 0, 0.0035, 46500;
70, 10, 0, 0, 0.0035, 78500;
71, 12, 0, 1, 0.001, 0;
72, 14, 0, 1, 0.001, 0;
73, 4, 0, 1, 0.001, 0;
74, 19, 0, 1, 0.001, 0;
75, 9, 0, 1, 0.001, 0;
76, 11, 0, 1, 0.001, 0;
77, 16, 0, 1, 0.001, 0;
78, 17, 0, 1, 0.001, 0;
79, 3, 0, 1, 0.001, 0;
80, 5, 0, 1, 0.001, 0;
81, 1, 0, 1, 0.001, 0;
82, 8, 0, 1, 0.001, 0;
83, 2, 0, 1, 0.001, 0;
84, 7, 0, 1, 0.001, 0;
85, 10, 0, 1, 0.001, 0;
86, 6, 0, 1, 0.001, 0;
87, 20, 0, 1, 0.001, 0;
88, 13, 0, 1, 0.001, 0;
89, 21, 0, 1, 0.001, 0;
90, 15, 0, 1, 0.001, 0;
