White border ratio: 0.66;
Color code ratio: 0.3;
Demand ratio: 0.4;
Number of slots: 7;
Number of designs: 39;
Number of customer-specific designs: 30;
Number of standard designs: 9;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 2, 1, 0, 0.0035, 52000;
2, 4, 1, 0, 0.0035, 20500;
3, 9, 0, 0, 0.0035, 70500;
4, 2, 1, 0, 0.0035, 64500;
5, 5, 1, 0, 0.0035, 70500;
6, 6, 1, 0, 0.0035, 33000;
7, 9, 0, 0, 0.0035, 45500;
8, 4, 0, 0, 0.0035, 45500;
9, 9, 1, 0, 0.0035, 45500;
10, 1, 1, 0, 0.0035, 64500;
11, 7, 1, 0, 0.0035, 58000;
12, 9, 1, 0, 0.0035, 27000;
13, 2, 1, 0, 0.0035, 77000;
14, 3, 1, 0, 0.0035, 58000;
15, 8, 0, 0, 0.0035, 33000;
16, 5, 1, 0, 0.0035, 58000;
17, 7, 1, 0, 0.0035, 64500;
18, 5, 0, 0, 0.0035, 70500;
19, 9, 1, 0, 0.0035, 14500;
20, 8, 1, 0, 0.0035, 70500;
21, 8, 1, 0, 0.0035, 20500;
22, 7, 1, 0, 0.0035, 39500;
23, 3, 1, 0, 0.0035, 27000;
24, 3, 1, 0, 0.0035, 14500;
25, 9, 1, 0, 0.0035, 77000;
26, 6, 1, 0, 0.0035, 8000;
27, 5, 1, 0, 0.0035, 8000;
28, 5, 1, 0, 0.0035, 14500;
29, 4, 0, 0, 0.0035, 52000;
30, 2, 0, 0, 0.0035, 70500;
31, 2, 0, 1, 0.001, 0;
32, 4, 0, 1, 0.001, 0;
33, 9, 0, 1, 0.001, 0;
34, 5, 0, 1, 0.001, 0;
35, 6, 0, 1, 0.001, 0;
36, 1, 0, 1, 0.001, 0;
37, 7, 0, 1, 0.001, 0;
38, 3, 0, 1, 0.001, 0;
39, 8, 0, 1, 0.001, 0;
