White border ratio: 0.66;
Color code ratio: 0.15;
Demand ratio: 0.4;
Number of slots: 7;
Number of designs: 35;
Number of customer-specific designs: 30;
Number of standard designs: 5;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 2, 1, 0, 0.0035, 52000;
2, 1, 1, 0, 0.0035, 14500;
3, 3, 1, 0, 0.0035, 39500;
4, 2, 0, 0, 0.0035, 58000;
5, 5, 0, 0, 0.0035, 70500;
6, 1, 0, 0, 0.0035, 77000;
7, 3, 0, 0, 0.0035, 70500;
8, 2, 1, 0, 0.0035, 8000;
9, 3, 1, 0, 0.0035, 33000;
10, 5, 0, 0, 0.0035, 45500;
11, 3, 1, 0, 0.0035, 39500;
12, 1, 0, 0, 0.0035, 45500;
13, 5, 0, 0, 0.0035, 52000;
14, 4, 1, 0, 0.0035, 8000;
15, 3, 1, 0, 0.0035, 27000;
16, 1, 0, 0, 0.0035, 70500;
17, 4, 1, 0, 0.0035, 20500;
18, 1, 0, 0, 0.0035, 14500;
19, 1, 0, 0, 0.0035, 58000;
20, 2, 0, 0, 0.0035, 8000;
21, 1, 1, 0, 0.0035, 14500;
22, 4, 0, 0, 0.0035, 33000;
23, 2, 0, 0, 0.0035, 77000;
24, 2, 0, 0, 0.0035, 64500;
25, 2, 1, 0, 0.0035, 77000;
26, 4, 1, 0, 0.0035, 20500;
27, 5, 1, 0, 0.0035, 20500;
28, 5, 1, 0, 0.0035, 8000;
29, 5, 1, 0, 0.0035, 52000;
30, 3, 1, 0, 0.0035, 45500;
31, 2, 0, 1, 0.001, 0;
32, 1, 0, 1, 0.001, 0;
33, 3, 0, 1, 0.001, 0;
34, 5, 0, 1, 0.001, 0;
35, 4, 0, 1, 0.001, 0;
