White border ratio: 0.33;
Color code ratio: 0.15;
Demand ratio: 0.2;
Number of slots: 7;
Number of designs: 35;
Number of customer-specific designs: 30;
Number of standard designs: 5;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 5, 0, 0, 0.0035, 11500;
2, 1, 1, 0, 0.0035, 74000;
3, 5, 0, 0, 0.0035, 24000;
4, 5, 0, 0, 0.0035, 11500;
5, 5, 0, 0, 0.0035, 74000;
6, 3, 1, 0, 0.0035, 11500;
7, 4, 0, 0, 0.0035, 74000;
8, 5, 0, 0, 0.0035, 49000;
9, 3, 1, 0, 0.0035, 11500;
10, 2, 0, 0, 0.0035, 36500;
11, 2, 0, 0, 0.0035, 11500;
12, 3, 1, 0, 0.0035, 24000;
13, 2, 1, 0, 0.0035, 24000;
14, 1, 0, 0, 0.0035, 49000;
15, 5, 1, 0, 0.0035, 61500;
16, 3, 1, 0, 0.0035, 61500;
17, 1, 1, 0, 0.0035, 49000;
18, 2, 0, 0, 0.0035, 74000;
19, 3, 1, 0, 0.0035, 61500;
20, 4, 0, 0, 0.0035, 74000;
21, 1, 0, 0, 0.0035, 61500;
22, 4, 0, 0, 0.0035, 11500;
23, 1, 0, 0, 0.0035, 36500;
24, 3, 1, 0, 0.0035, 11500;
25, 2, 0, 0, 0.0035, 74000;
26, 4, 0, 0, 0.0035, 24000;
27, 5, 1, 0, 0.0035, 36500;
28, 5, 1, 0, 0.0035, 36500;
29, 3, 0, 0, 0.0035, 11500;
30, 3, 1, 0, 0.0035, 49000;
31, 5, 0, 1, 0.001, 0;
32, 1, 0, 1, 0.001, 0;
33, 3, 0, 1, 0.001, 0;
34, 4, 0, 1, 0.001, 0;
35, 2, 0, 1, 0.001, 0;
