White border ratio: 0.66;
Color code ratio: 0.3;
Demand ratio: 0.4;
Number of slots: 7;
Number of designs: 116;
Number of customer-specific designs: 90;
Number of standard designs: 26;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 7, 1, 0, 0.0035, 39500;
2, 6, 1, 0, 0.0035, 72500;
3, 16, 0, 0, 0.0035, 43500;
4, 16, 1, 0, 0.0035, 54000;
5, 27, 1, 0, 0.0035, 31000;
6, 2, 1, 0, 0.0035, 60000;
7, 4, 0, 0, 0.0035, 52000;
8, 16, 1, 0, 0.0035, 70500;
9, 14, 1, 0, 0.0035, 45500;
10, 19, 1, 0, 0.0035, 29000;
11, 21, 1, 0, 0.0035, 60000;
12, 5, 1, 0, 0.0035, 64500;
13, 21, 1, 0, 0.0035, 41500;
14, 2, 1, 0, 0.0035, 54000;
15, 7, 0, 0, 0.0035, 27000;
16, 1, 0, 0, 0.0035, 64500;
17, 25, 0, 0, 0.0035, 68500;
18, 7, 1, 0, 0.0035, 43500;
19, 14, 0, 0, 0.0035, 77000;
20, 2, 1, 0, 0.0035, 35000;
21, 20, 1, 0, 0.0035, 43500;
22, 9, 0, 0, 0.0035, 50000;
23, 10, 1, 0, 0.0035, 18500;
24, 6, 1, 0, 0.0035, 43500;
25, 4, 1, 0, 0.0035, 70500;
26, 18, 0, 0, 0.0035, 54000;
27, 24, 0, 0, 0.0035, 31000;
28, 27, 1, 0, 0.0035, 66500;
29, 27, 1, 0, 0.0035, 50000;
30, 11, 1, 0, 0.0035, 20500;
31, 13, 1, 0, 0.0035, 72500;
32, 24, 1, 0, 0.0035, 33000;
33, 3, 1, 0, 0.0035, 35000;
34, 7, 1, 0, 0.0035, 27000;
35, 2, 1, 0, 0.0035, 70500;
36, 15, 0, 0, 0.0035, 58000;
37, 16, 1, 0, 0.0035, 12500;
38, 7, 1, 0, 0.0035, 35000;
39, 11, 1, 0, 0.0035, 52000;
40, 12, 1, 0, 0.0035, 62500;
41, 11, 1, 0, 0.0035, 14500;
42, 9, 1, 0, 0.0035, 77000;
43, 22, 1, 0, 0.0035, 62500;
44, 20, 1, 0, 0.0035, 47500;
45, 2, 0, 0, 0.0035, 77000;
46, 13, 0, 0, 0.0035, 58000;
47, 5, 0, 0, 0.0035, 41500;
48, 11, 1, 0, 0.0035, 56000;
49, 23, 1, 0, 0.0035, 14500;
50, 20, 1, 0, 0.0035, 54000;
51, 27, 0, 0, 0.0035, 79000;
52, 13, 0, 0, 0.0035, 25000;
53, 24, 0, 0, 0.0035, 25000;
54, 27, 1, 0, 0.0035, 75000;
55, 22, 1, 0, 0.0035, 20500;
56, 23, 0, 0, 0.0035, 16500;
57, 25, 0, 0, 0.0035, 37500;
58, 9, 1, 0, 0.0035, 25000;
59, 27, 1, 0, 0.0035, 68500;
60, 27, 1, 0, 0.0035, 35000;
61, 25, 1, 0, 0.0035, 64500;
62, 13, 0, 0, 0.0035, 41500;
63, 14, 1, 0, 0.0035, 41500;
64, 3, 1, 0, 0.0035, 66500;
65, 9, 0, 0, 0.0035, 35000;
66, 13, 1, 0, 0.0035, 22500;
67, 8, 1, 0, 0.0035, 27000;
68, 14, 1, 0, 0.0035, 6000;
69, 3, 0, 0, 0.0035, 35000;
70, 23, 1, 0, 0.0035, 14500;
71, 11, 1, 0, 0.0035, 43500;
72, 4, 1, 0, 0.0035, 35000;
73, 14, 1, 0, 0.0035, 27000;
74, 16, 1, 0, 0.0035, 72500;
75, 27, 0, 0, 0.0035, 54000;
76, 15, 1, 0, 0.0035, 70500;
77, 20, 0, 0, 0.0035, 50000;
78, 23, 0, 0, 0.0035, 16500;
79, 25, 0, 0, 0.0035, 45500;
80, 26, 1, 0, 0.0035, 20500;
81, 2, 0, 0, 0.0035, 60000;
82, 15, 0, 0, 0.0035, 6000;
83, 6, 1, 0, 0.0035, 77000;
84, 16, 0, 0, 0.0035, 16500;
85, 3, 1, 0, 0.0035, 10000;
86, 12, 1, 0, 0.0035, 20500;
87, 9, 0, 0, 0.0035, 27000;
88, 8, 0, 0, 0.0035, 47500;
89, 9, 1, 0, 0.0035, 29000;
90, 7, 1, 0, 0.0035, 31000;
91, 7, 0, 1, 0.001, 0;
92, 6, 0, 1, 0.001, 0;
93, 16, 0, 1, 0.001, 0;
94, 27, 0, 1, 0.001, 0;
95, 2, 0, 1, 0.001, 0;
96, 4, 0, 1, 0.001, 0;
97, 14, 0, 1, 0.001, 0;
98, 19, 0, 1, 0.001, 0;
99, 21, 0, 1, 0.001, 0;
100, 5, 0, 1, 0.001, 0;
101, 1, 0, 1, 0.001, 0;
102, 25, 0, 1, 0.001, 0;
103, 20, 0, 1, 0.001, 0;
104, 9, 0, 1, 0.001, 0;
105, 10, 0, 1, 0.001, 0;
106, 18, 0, 1, 0.001, 0;
107, 24, 0, 1, 0.001, 0;
108, 11, 0, 1, 0.001, 0;
109, 13, 0, 1, 0.001, 0;
110, 3, 0, 1, 0.001, 0;
111, 15, 0, 1, 0.001, 0;
112, 12, 0, 1, 0.001, 0;
113, 22, 0, 1, 0.001, 0;
114, 23, 0, 1, 0.001, 0;
115, 8, 0, 1, 0.001, 0;
116, 26, 0, 1, 0.001, 0;
