White border ratio: 0.33;
Color code ratio: 0.15;
Demand ratio: 0.4;
Number of slots: 7;
Number of designs: 81;
Number of customer-specific designs: 70;
Number of standard designs: 11;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 9, 1, 0, 0.0035, 44000;
2, 1, 0, 0, 0.0035, 14500;
3, 1, 0, 0, 0.0035, 73500;
4, 5, 0, 0, 0.0035, 6500;
5, 7, 0, 0, 0.0035, 54500;
6, 11, 0, 0, 0.0035, 38500;
7, 1, 0, 0, 0.0035, 14500;
8, 4, 0, 0, 0.0035, 78500;
9, 10, 0, 0, 0.0035, 36000;
10, 4, 0, 0, 0.0035, 78500;
11, 1, 0, 0, 0.0035, 65500;
12, 3, 0, 0, 0.0035, 70500;
13, 6, 0, 0, 0.0035, 78500;
14, 8, 0, 0, 0.0035, 11500;
15, 4, 1, 0, 0.0035, 11500;
16, 8, 0, 0, 0.0035, 22500;
17, 1, 0, 0, 0.0035, 9000;
18, 10, 0, 0, 0.0035, 68000;
19, 3, 0, 0, 0.0035, 54500;
20, 3, 1, 0, 0.0035, 41000;
21, 11, 0, 0, 0.0035, 9000;
22, 6, 0, 0, 0.0035, 78500;
23, 8, 0, 0, 0.0035, 38500;
24, 3, 0, 0, 0.0035, 30500;
25, 5, 1, 0, 0.0035, 19500;
26, 6, 1, 0, 0.0035, 30500;
27, 10, 1, 0, 0.0035, 44000;
28, 5, 0, 0, 0.0035, 19500;
29, 7, 0, 0, 0.0035, 36000;
30, 11, 0, 0, 0.0035, 30500;
31, 1, 0, 0, 0.0035, 49000;
32, 10, 1, 0, 0.0035, 57000;
33, 6, 0, 0, 0.0035, 76000;
34, 1, 0, 0, 0.0035, 57000;
35, 1, 1, 0, 0.0035, 14500;
36, 10, 0, 0, 0.0035, 65500;
37, 2, 0, 0, 0.0035, 54500;
38, 8, 1, 0, 0.0035, 49000;
39, 3, 0, 0, 0.0035, 41000;
40, 4, 0, 0, 0.0035, 62500;
41, 5, 1, 0, 0.0035, 25000;
42, 10, 0, 0, 0.0035, 76000;
43, 7, 0, 0, 0.0035, 46500;
44, 9, 0, 0, 0.0035, 65500;
45, 8, 0, 0, 0.0035, 11500;
46, 3, 0, 0, 0.0035, 70500;
47, 5, 0, 0, 0.0035, 17000;
48, 4, 0, 0, 0.0035, 49000;
49, 7, 1, 0, 0.0035, 54500;
50, 7, 1, 0, 0.0035, 54500;
51, 6, 0, 0, 0.0035, 44000;
52, 5, 0, 0, 0.0035, 17000;
53, 1, 0, 0, 0.0035, 11500;
54, 3, 1, 0, 0.0035, 46500;
55, 8, 0, 0, 0.0035, 9000;
56, 6, 0, 0, 0.0035, 22500;
57, 1, 1, 0, 0.0035, 30500;
58, 9, 0, 0, 0.0035, 28000;
59, 4, 0, 0, 0.0035, 17000;
60, 4, 0, 0, 0.0035, 46500;
61, 11, 1, 0, 0.0035, 62500;
62, 2, 1, 0, 0.0035, 49000;
63, 4, 0, 0, 0.0035, 57000;
64, 5, 0, 0, 0.0035, 41000;
65, 2, 0, 0, 0.0035, 6500;
66, 8, 0, 0, 0.0035, 68000;
67, 5, 0, 0, 0.0035, 28000;
68, 11, 1, 0, 0.0035, 6500;
69, 8, 0, 0, 0.0035, 25000;
70, 9, 0, 0, 0.0035, 25000;
71, 9, 0, 1, 0.001, 0;
72, 1, 0, 1, 0.001, 0;
73, 5, 0, 1, 0.001, 0;
74, 7, 0, 1, 0.001, 0;
75, 11, 0, 1, 0.001, 0;
76, 4, 0, 1, 0.001, 0;
77, 10, 0, 1, 0.001, 0;
78, 3, 0, 1, 0.001, 0;
79, 6, 0, 1, 0.001, 0;
80, 8, 0, 1, 0.001, 0;
81, 2, 0, 1, 0.001, 0;
