White border ratio: 0.33;
Color code ratio: 0.3;
Demand ratio: 0.4;
Number of slots: 7;
Number of designs: 65;
Number of customer-specific designs: 50;
Number of standard designs: 15;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 13, 0, 0, 0.0035, 18000;
2, 11, 0, 0, 0.0035, 67000;
3, 13, 0, 0, 0.0035, 59500;
4, 15, 0, 0, 0.0035, 44500;
5, 9, 0, 0, 0.0035, 78000;
6, 14, 0, 0, 0.0035, 48000;
7, 1, 0, 0, 0.0035, 7000;
8, 10, 0, 0, 0.0035, 78000;
9, 1, 0, 0, 0.0035, 63000;
10, 1, 0, 0, 0.0035, 74500;
11, 11, 0, 0, 0.0035, 70500;
12, 12, 0, 0, 0.0035, 67000;
13, 4, 1, 0, 0.0035, 70500;
14, 15, 0, 0, 0.0035, 29500;
15, 14, 0, 0, 0.0035, 37000;
16, 8, 0, 0, 0.0035, 18000;
17, 10, 1, 0, 0.0035, 14500;
18, 5, 0, 0, 0.0035, 18000;
19, 4, 0, 0, 0.0035, 55500;
20, 13, 0, 0, 0.0035, 52000;
21, 4, 0, 0, 0.0035, 22000;
22, 2, 0, 0, 0.0035, 70500;
23, 2, 0, 0, 0.0035, 7000;
24, 4, 0, 0, 0.0035, 78000;
25, 10, 0, 0, 0.0035, 22000;
26, 8, 1, 0, 0.0035, 14500;
27, 7, 1, 0, 0.0035, 40500;
28, 9, 0, 0, 0.0035, 14500;
29, 3, 0, 0, 0.0035, 70500;
30, 15, 0, 0, 0.0035, 37000;
31, 9, 1, 0, 0.0035, 55500;
32, 4, 0, 0, 0.0035, 44500;
33, 7, 1, 0, 0.0035, 55500;
34, 2, 0, 0, 0.0035, 67000;
35, 7, 1, 0, 0.0035, 44500;
36, 6, 0, 0, 0.0035, 10500;
37, 7, 0, 0, 0.0035, 67000;
38, 11, 0, 0, 0.0035, 18000;
39, 15, 0, 0, 0.0035, 59500;
40, 9, 1, 0, 0.0035, 25500;
41, 1, 0, 0, 0.0035, 63000;
42, 11, 0, 0, 0.0035, 18000;
43, 14, 1, 0, 0.0035, 14500;
44, 13, 1, 0, 0.0035, 67000;
45, 1, 0, 0, 0.0035, 59500;
46, 1, 0, 0, 0.0035, 18000;
47, 7, 0, 0, 0.0035, 44500;
48, 7, 0, 0, 0.0035, 10500;
49, 12, 1, 0, 0.0035, 33000;
50, 4, 0, 0, 0.0035, 55500;
51, 13, 0, 1, 0.001, 0;
52, 11, 0, 1, 0.001, 0;
53, 15, 0, 1, 0.001, 0;
54, 9, 0, 1, 0.001, 0;
55, 14, 0, 1, 0.001, 0;
56, 1, 0, 1, 0.001, 0;
57, 10, 0, 1, 0.001, 0;
58, 12, 0, 1, 0.001, 0;
59, 4, 0, 1, 0.001, 0;
60, 8, 0, 1, 0.001, 0;
61, 5, 0, 1, 0.001, 0;
62, 2, 0, 1, 0.001, 0;
63, 7, 0, 1, 0.001, 0;
64, 3, 0, 1, 0.001, 0;
65, 6, 0, 1, 0.001, 0;
