White border ratio: 0.33;
Color code ratio: 0.3;
Demand ratio: 0.2;
Number of slots: 7;
Number of designs: 39;
Number of customer-specific designs: 30;
Number of standard designs: 9;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 3, 0, 0, 0.0035, 61500;
2, 9, 1, 0, 0.0035, 74000;
3, 2, 1, 0, 0.0035, 24000;
4, 3, 1, 0, 0.0035, 61500;
5, 6, 0, 0, 0.0035, 61500;
6, 8, 0, 0, 0.0035, 24000;
7, 2, 0, 0, 0.0035, 61500;
8, 5, 0, 0, 0.0035, 24000;
9, 9, 0, 0, 0.0035, 36500;
10, 1, 0, 0, 0.0035, 11500;
11, 7, 0, 0, 0.0035, 49000;
12, 4, 0, 0, 0.0035, 36500;
13, 5, 0, 0, 0.0035, 61500;
14, 7, 0, 0, 0.0035, 36500;
15, 5, 1, 0, 0.0035, 49000;
16, 2, 0, 0, 0.0035, 49000;
17, 3, 0, 0, 0.0035, 24000;
18, 1, 0, 0, 0.0035, 36500;
19, 5, 0, 0, 0.0035, 24000;
20, 7, 1, 0, 0.0035, 74000;
21, 1, 0, 0, 0.0035, 49000;
22, 7, 0, 0, 0.0035, 49000;
23, 1, 0, 0, 0.0035, 61500;
24, 2, 0, 0, 0.0035, 74000;
25, 9, 0, 0, 0.0035, 11500;
26, 2, 0, 0, 0.0035, 36500;
27, 1, 0, 0, 0.0035, 36500;
28, 6, 0, 0, 0.0035, 49000;
29, 7, 0, 0, 0.0035, 61500;
30, 1, 0, 0, 0.0035, 74000;
31, 3, 0, 1, 0.001, 0;
32, 9, 0, 1, 0.001, 0;
33, 2, 0, 1, 0.001, 0;
34, 6, 0, 1, 0.001, 0;
35, 8, 0, 1, 0.001, 0;
36, 5, 0, 1, 0.001, 0;
37, 1, 0, 1, 0.001, 0;
38, 7, 0, 1, 0.001, 0;
39, 4, 0, 1, 0.001, 0;
