White border ratio: 0.66;
Color code ratio: 0.15;
Demand ratio: 0.4;
Number of slots: 7;
Number of designs: 104;
Number of customer-specific designs: 90;
Number of standard designs: 14;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 4, 0, 0, 0.0035, 64500;
2, 8, 0, 0, 0.0035, 54000;
3, 1, 1, 0, 0.0035, 72500;
4, 11, 1, 0, 0.0035, 64500;
5, 10, 1, 0, 0.0035, 43500;
6, 1, 0, 0, 0.0035, 68500;
7, 12, 1, 0, 0.0035, 52000;
8, 11, 1, 0, 0.0035, 35000;
9, 2, 1, 0, 0.0035, 25000;
10, 2, 0, 0, 0.0035, 31000;
11, 14, 0, 0, 0.0035, 37500;
12, 4, 0, 0, 0.0035, 16500;
13, 13, 0, 0, 0.0035, 56000;
14, 13, 1, 0, 0.0035, 37500;
15, 5, 1, 0, 0.0035, 62500;
16, 9, 0, 0, 0.0035, 52000;
17, 11, 0, 0, 0.0035, 29000;
18, 2, 1, 0, 0.0035, 70500;
19, 9, 1, 0, 0.0035, 70500;
20, 10, 1, 0, 0.0035, 43500;
21, 6, 1, 0, 0.0035, 54000;
22, 11, 1, 0, 0.0035, 60000;
23, 12, 0, 0, 0.0035, 35000;
24, 5, 0, 0, 0.0035, 58000;
25, 6, 1, 0, 0.0035, 75000;
26, 1, 1, 0, 0.0035, 27000;
27, 11, 1, 0, 0.0035, 79000;
28, 14, 0, 0, 0.0035, 31000;
29, 14, 1, 0, 0.0035, 62500;
30, 10, 1, 0, 0.0035, 39500;
31, 4, 1, 0, 0.0035, 33000;
32, 7, 1, 0, 0.0035, 27000;
33, 9, 0, 0, 0.0035, 54000;
34, 4, 1, 0, 0.0035, 25000;
35, 10, 1, 0, 0.0035, 45500;
36, 4, 1, 0, 0.0035, 64500;
37, 6, 1, 0, 0.0035, 62500;
38, 2, 1, 0, 0.0035, 56000;
39, 9, 0, 0, 0.0035, 27000;
40, 9, 0, 0, 0.0035, 31000;
41, 1, 0, 0, 0.0035, 20500;
42, 4, 0, 0, 0.0035, 56000;
43, 7, 1, 0, 0.0035, 68500;
44, 5, 0, 0, 0.0035, 79000;
45, 7, 1, 0, 0.0035, 22500;
46, 8, 1, 0, 0.0035, 41500;
47, 5, 1, 0, 0.0035, 8000;
48, 9, 1, 0, 0.0035, 54000;
49, 11, 1, 0, 0.0035, 79000;
50, 5, 1, 0, 0.0035, 16500;
51, 8, 1, 0, 0.0035, 25000;
52, 2, 1, 0, 0.0035, 62500;
53, 14, 0, 0, 0.0035, 20500;
54, 14, 1, 0, 0.0035, 31000;
55, 1, 1, 0, 0.0035, 25000;
56, 5, 1, 0, 0.0035, 29000;
57, 10, 1, 0, 0.0035, 39500;
58, 1, 0, 0, 0.0035, 39500;
59, 1, 0, 0, 0.0035, 50000;
60, 3, 1, 0, 0.0035, 72500;
61, 5, 1, 0, 0.0035, 43500;
62, 5, 0, 0, 0.0035, 64500;
63, 1, 0, 0, 0.0035, 70500;
64, 13, 1, 0, 0.0035, 25000;
65, 4, 1, 0, 0.0035, 68500;
66, 10, 1, 0, 0.0035, 16500;
67, 8, 1, 0, 0.0035, 60000;
68, 3, 1, 0, 0.0035, 68500;
69, 7, 1, 0, 0.0035, 43500;
70, 4, 0, 0, 0.0035, 56000;
71, 8, 0, 0, 0.0035, 45500;
72, 6, 1, 0, 0.0035, 64500;
73, 14, 1, 0, 0.0035, 31000;
74, 13, 1, 0, 0.0035, 72500;
75, 7, 1, 0, 0.0035, 6000;
76, 6, 1, 0, 0.0035, 10000;
77, 10, 0, 0, 0.0035, 27000;
78, 3, 1, 0, 0.0035, 75000;
79, 6, 1, 0, 0.0035, 20500;
80, 5, 1, 0, 0.0035, 77000;
81, 10, 1, 0, 0.0035, 77000;
82, 1, 1, 0, 0.0035, 14500;
83, 7, 1, 0, 0.0035, 66500;
84, 7, 0, 0, 0.0035, 54000;
85, 10, 1, 0, 0.0035, 41500;
86, 4, 0, 0, 0.0035, 68500;
87, 8, 1, 0, 0.0035, 50000;
88, 14, 1, 0, 0.0035, 20500;
89, 2, 1, 0, 0.0035, 58000;
90, 11, 1, 0, 0.0035, 39500;
91, 4, 0, 1, 0.001, 0;
92, 8, 0, 1, 0.001, 0;
93, 1, 0, 1, 0.001, 0;
94, 11, 0, 1, 0.001, 0;
95, 10, 0, 1, 0.001, 0;
96, 12, 0, 1, 0.001, 0;
97, 2, 0, 1, 0.001, 0;
98, 14, 0, 1, 0.001, 0;
99, 13, 0, 1, 0.001, 0;
100, 5, 0, 1, 0.001, 0;
101, 9, 0, 1, 0.001, 0;
102, 6, 0, 1, 0.001, 0;
103, 7, 0, 1, 0.001, 0;
104, 3, 0, 1, 0.001, 0;
