White border ratio: 0.33;
Color code ratio: 0.3;
Demand ratio: 0.2;
Number of slots: 7;
Number of designs: 33;
Number of customer-specific designs: 25;
Number of standard designs: 8;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 6, 1, 0, 0.0035, 12500;
2, 4, 1, 0, 0.0035, 42500;
3, 5, 0, 0, 0.0035, 42500;
4, 3, 0, 0, 0.0035, 72500;
5, 7, 0, 0, 0.0035, 12500;
6, 5, 0, 0, 0.0035, 12500;
7, 6, 0, 0, 0.0035, 12500;
8, 1, 1, 0, 0.0035, 42500;
9, 7, 0, 0, 0.0035, 12500;
10, 8, 1, 0, 0.0035, 72500;
11, 1, 1, 0, 0.0035, 57500;
12, 3, 0, 0, 0.0035, 12500;
13, 5, 0, 0, 0.0035, 72500;
14, 1, 1, 0, 0.0035, 42500;
15, 2, 0, 0, 0.0035, 57500;
16, 8, 0, 0, 0.0035, 27500;
17, 1, 1, 0, 0.0035, 42500;
18, 2, 0, 0, 0.0035, 72500;
19, 8, 1, 0, 0.0035, 72500;
20, 1, 1, 0, 0.0035, 42500;
21, 5, 0, 0, 0.0035, 12500;
22, 5, 1, 0, 0.0035, 42500;
23, 5, 1, 0, 0.0035, 57500;
24, 6, 0, 0, 0.0035, 27500;
25, 5, 0, 0, 0.0035, 57500;
26, 6, 0, 1, 0.001, 0;
27, 4, 0, 1, 0.001, 0;
28, 5, 0, 1, 0.001, 0;
29, 3, 0, 1, 0.001, 0;
30, 7, 0, 1, 0.001, 0;
31, 1, 0, 1, 0.001, 0;
32, 8, 0, 1, 0.001, 0;
33, 2, 0, 1, 0.001, 0;
