White border ratio: 0.66;
Color code ratio: 0.15;
Demand ratio: 0.2;
Number of slots: 7;
Number of designs: 29;
Number of customer-specific designs: 25;
Number of standard designs: 4;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 3, 1, 0, 0.0035, 72500;
2, 4, 1, 0, 0.0035, 72500;
3, 1, 1, 0, 0.0035, 12500;
4, 1, 1, 0, 0.0035, 57500;
5, 3, 1, 0, 0.0035, 27500;
6, 4, 1, 0, 0.0035, 42500;
7, 3, 0, 0, 0.0035, 57500;
8, 4, 0, 0, 0.0035, 12500;
9, 3, 1, 0, 0.0035, 57500;
10, 4, 0, 0, 0.0035, 42500;
11, 1, 1, 0, 0.0035, 72500;
12, 2, 1, 0, 0.0035, 57500;
13, 3, 1, 0, 0.0035, 42500;
14, 4, 1, 0, 0.0035, 12500;
15, 2, 1, 0, 0.0035, 27500;
16, 3, 1, 0, 0.0035, 42500;
17, 1, 0, 0, 0.0035, 42500;
18, 2, 0, 0, 0.0035, 27500;
19, 1, 1, 0, 0.0035, 57500;
20, 2, 1, 0, 0.0035, 72500;
21, 1, 0, 0, 0.0035, 27500;
22, 4, 0, 0, 0.0035, 72500;
23, 1, 0, 0, 0.0035, 72500;
24, 2, 1, 0, 0.0035, 27500;
25, 1, 1, 0, 0.0035, 57500;
26, 3, 0, 1, 0.001, 0;
27, 4, 0, 1, 0.001, 0;
28, 1, 0, 1, 0.001, 0;
29, 2, 0, 1, 0.001, 0;
