White border ratio: 0.66;
Color code ratio: 0.15;
Demand ratio: 0.4;
Number of slots: 7;
Number of designs: 18;
Number of customer-specific designs: 15;
Number of standard designs: 3;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 3, 0, 0, 0.0035, 11500;
2, 2, 1, 0, 0.0035, 11500;
3, 1, 1, 0, 0.0035, 11500;
4, 2, 1, 0, 0.0035, 61500;
5, 2, 1, 0, 0.0035, 24000;
6, 2, 0, 0, 0.0035, 11500;
7, 1, 1, 0, 0.0035, 36500;
8, 3, 0, 0, 0.0035, 36500;
9, 3, 0, 0, 0.0035, 11500;
10, 3, 0, 0, 0.0035, 24000;
11, 1, 1, 0, 0.0035, 36500;
12, 3, 1, 0, 0.0035, 74000;
13, 3, 0, 0, 0.0035, 74000;
14, 2, 0, 0, 0.0035, 49000;
15, 1, 0, 0, 0.0035, 24000;
16, 3, 0, 1, 0.001, 0;
17, 2, 0, 1, 0.001, 0;
18, 1, 0, 1, 0.001, 0;
