White border ratio: 0.66;
Color code ratio: 0.15;
Demand ratio: 0.4;
Number of slots: 7;
Number of designs: 23;
Number of customer-specific designs: 20;
Number of standard designs: 3;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 1, 1, 0, 0.0035, 9500;
2, 3, 1, 0, 0.0035, 38000;
3, 1, 1, 0, 0.0035, 19000;
4, 2, 1, 0, 0.0035, 38000;
5, 2, 0, 0, 0.0035, 38000;
6, 1, 1, 0, 0.0035, 47000;
7, 1, 0, 0, 0.0035, 75500;
8, 2, 1, 0, 0.0035, 66000;
9, 3, 1, 0, 0.0035, 38000;
10, 2, 1, 0, 0.0035, 47000;
11, 2, 1, 0, 0.0035, 19000;
12, 2, 1, 0, 0.0035, 19000;
13, 1, 1, 0, 0.0035, 28500;
14, 3, 0, 0, 0.0035, 9500;
15, 2, 0, 0, 0.0035, 47000;
16, 1, 1, 0, 0.0035, 47000;
17, 1, 0, 0, 0.0035, 19000;
18, 3, 1, 0, 0.0035, 56500;
19, 2, 1, 0, 0.0035, 66000;
20, 3, 0, 0, 0.0035, 9500;
21, 1, 0, 1, 0.001, 0;
22, 3, 0, 1, 0.001, 0;
23, 2, 0, 1, 0.001, 0;
