White border ratio: 0.66;
Color code ratio: 0.3;
Demand ratio: 0.4;
Number of slots: 7;
Number of designs: 26;
Number of customer-specific designs: 20;
Number of standard designs: 6;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 4, 1, 0, 0.0035, 75500;
2, 2, 1, 0, 0.0035, 47000;
3, 6, 1, 0, 0.0035, 28500;
4, 2, 1, 0, 0.0035, 9500;
5, 3, 0, 0, 0.0035, 66000;
6, 5, 1, 0, 0.0035, 28500;
7, 1, 0, 0, 0.0035, 66000;
8, 4, 1, 0, 0.0035, 9500;
9, 4, 1, 0, 0.0035, 19000;
10, 4, 0, 0, 0.0035, 9500;
11, 4, 1, 0, 0.0035, 56500;
12, 1, 1, 0, 0.0035, 75500;
13, 1, 1, 0, 0.0035, 19000;
14, 6, 1, 0, 0.0035, 38000;
15, 2, 1, 0, 0.0035, 66000;
16, 2, 1, 0, 0.0035, 28500;
17, 4, 1, 0, 0.0035, 9500;
18, 2, 0, 0, 0.0035, 28500;
19, 2, 0, 0, 0.0035, 38000;
20, 3, 0, 0, 0.0035, 28500;
21, 4, 0, 1, 0.001, 0;
22, 2, 0, 1, 0.001, 0;
23, 6, 0, 1, 0.001, 0;
24, 3, 0, 1, 0.001, 0;
25, 5, 0, 1, 0.001, 0;
26, 1, 0, 1, 0.001, 0;
