White border ratio: 0.66;
Color code ratio: 0.3;
Demand ratio: 0.4;
Number of slots: 7;
Number of designs: 33;
Number of customer-specific designs: 25;
Number of standard designs: 8;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 4, 1, 0, 0.0035, 61500;
2, 2, 1, 0, 0.0035, 9000;
3, 8, 0, 0, 0.0035, 76500;
4, 8, 1, 0, 0.0035, 46500;
5, 2, 1, 0, 0.0035, 61500;
6, 1, 1, 0, 0.0035, 61500;
7, 2, 0, 0, 0.0035, 46500;
8, 5, 0, 0, 0.0035, 31500;
9, 4, 0, 0, 0.0035, 69000;
10, 2, 0, 0, 0.0035, 46500;
11, 4, 0, 0, 0.0035, 54000;
12, 1, 1, 0, 0.0035, 16500;
13, 3, 1, 0, 0.0035, 31500;
14, 5, 0, 0, 0.0035, 69000;
15, 4, 1, 0, 0.0035, 24000;
16, 6, 0, 0, 0.0035, 31500;
17, 1, 0, 0, 0.0035, 46500;
18, 4, 0, 0, 0.0035, 9000;
19, 4, 0, 0, 0.0035, 24000;
20, 7, 0, 0, 0.0035, 69000;
21, 8, 0, 0, 0.0035, 54000;
22, 3, 1, 0, 0.0035, 69000;
23, 8, 1, 0, 0.0035, 54000;
24, 7, 1, 0, 0.0035, 39000;
25, 2, 1, 0, 0.0035, 46500;
26, 4, 0, 1, 0.001, 0;
27, 2, 0, 1, 0.001, 0;
28, 8, 0, 1, 0.001, 0;
29, 1, 0, 1, 0.001, 0;
30, 5, 0, 1, 0.001, 0;
31, 3, 0, 1, 0.001, 0;
32, 6, 0, 1, 0.001, 0;
33, 7, 0, 1, 0.001, 0;
