White border ratio: 0.66;
Color code ratio: 0.3;
Demand ratio: 0.4;
Number of slots: 7;
Number of designs: 20;
Number of customer-specific designs: 15;
Number of standard designs: 5;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 4, 1, 0, 0.0035, 61500;
2, 5, 0, 0, 0.0035, 74000;
3, 4, 0, 0, 0.0035, 36500;
4, 5, 0, 0, 0.0035, 61500;
5, 5, 1, 0, 0.0035, 61500;
6, 2, 0, 0, 0.0035, 11500;
7, 1, 1, 0, 0.0035, 49000;
8, 2, 1, 0, 0.0035, 74000;
9, 5, 0, 0, 0.0035, 74000;
10, 1, 0, 0, 0.0035, 74000;
11, 1, 0, 0, 0.0035, 24000;
12, 2, 1, 0, 0.0035, 11500;
13, 5, 0, 0, 0.0035, 74000;
14, 3, 1, 0, 0.0035, 11500;
15, 3, 0, 0, 0.0035, 49000;
16, 4, 0, 1, 0.001, 0;
17, 5, 0, 1, 0.001, 0;
18, 2, 0, 1, 0.001, 0;
19, 1, 0, 1, 0.001, 0;
20, 3, 0, 1, 0.001, 0;
