White border ratio: 0.66;
Color code ratio: 0.3;
Demand ratio: 0.2;
Number of slots: 7;
Number of designs: 39;
Number of customer-specific designs: 30;
Number of standard designs: 9;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 3, 0, 0, 0.0035, 61500;
2, 4, 0, 0, 0.0035, 24000;
3, 1, 1, 0, 0.0035, 74000;
4, 1, 0, 0, 0.0035, 61500;
5, 7, 1, 0, 0.0035, 49000;
6, 9, 0, 0, 0.0035, 61500;
7, 9, 1, 0, 0.0035, 36500;
8, 7, 1, 0, 0.0035, 24000;
9, 8, 0, 0, 0.0035, 11500;
10, 9, 1, 0, 0.0035, 61500;
11, 4, 1, 0, 0.0035, 36500;
12, 8, 1, 0, 0.0035, 49000;
13, 7, 1, 0, 0.0035, 74000;
14, 1, 1, 0, 0.0035, 36500;
15, 8, 1, 0, 0.0035, 24000;
16, 7, 1, 0, 0.0035, 74000;
17, 7, 1, 0, 0.0035, 24000;
18, 3, 0, 0, 0.0035, 24000;
19, 1, 1, 0, 0.0035, 74000;
20, 1, 1, 0, 0.0035, 74000;
21, 8, 1, 0, 0.0035, 49000;
22, 5, 0, 0, 0.0035, 36500;
23, 5, 0, 0, 0.0035, 36500;
24, 2, 1, 0, 0.0035, 11500;
25, 5, 1, 0, 0.0035, 24000;
26, 6, 0, 0, 0.0035, 11500;
27, 2, 1, 0, 0.0035, 61500;
28, 8, 1, 0, 0.0035, 24000;
29, 3, 1, 0, 0.0035, 74000;
30, 1, 1, 0, 0.0035, 74000;
31, 3, 0, 1, 0.001, 0;
32, 4, 0, 1, 0.001, 0;
33, 1, 0, 1, 0.001, 0;
34, 7, 0, 1, 0.001, 0;
35, 9, 0, 1, 0.001, 0;
36, 8, 0, 1, 0.001, 0;
37, 5, 0, 1, 0.001, 0;
38, 2, 0, 1, 0.001, 0;
39, 6, 0, 1, 0.001, 0;
