White border ratio: 0.33;
Color code ratio: 0.3;
Demand ratio: 0.2;
Number of slots: 7;
Number of designs: 90;
Number of customer-specific designs: 70;
Number of standard designs: 20;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 9, 0, 0, 0.0035, 13000;
2, 4, 0, 0, 0.0035, 7500;
3, 15, 0, 0, 0.0035, 29000;
4, 11, 1, 0, 0.0035, 18500;
5, 1, 0, 0, 0.0035, 77500;
6, 5, 1, 0, 0.0035, 40000;
7, 4, 0, 0, 0.0035, 40000;
8, 13, 0, 0, 0.0035, 45000;
9, 12, 0, 0, 0.0035, 34500;
10, 6, 0, 0, 0.0035, 29000;
11, 21, 0, 0, 0.0035, 13000;
12, 20, 1, 0, 0.0035, 56000;
13, 7, 0, 0, 0.0035, 18500;
14, 20, 0, 0, 0.0035, 13000;
15, 6, 0, 0, 0.0035, 24000;
16, 10, 0, 0, 0.0035, 45000;
17, 21, 0, 0, 0.0035, 7500;
18, 16, 1, 0, 0.0035, 56000;
19, 19, 0, 0, 0.0035, 34500;
20, 15, 1, 0, 0.0035, 56000;
21, 3, 1, 0, 0.0035, 72000;
22, 4, 0, 0, 0.0035, 77500;
23, 5, 0, 0, 0.0035, 34500;
24, 20, 0, 0, 0.0035, 13000;
25, 8, 0, 0, 0.0035, 50500;
26, 15, 0, 0, 0.0035, 18500;
27, 9, 0, 0, 0.0035, 24000;
28, 2, 1, 0, 0.0035, 72000;
29, 7, 1, 0, 0.0035, 7500;
30, 1, 1, 0, 0.0035, 34500;
31, 8, 0, 0, 0.0035, 40000;
32, 16, 1, 0, 0.0035, 24000;
33, 5, 0, 0, 0.0035, 24000;
34, 20, 0, 0, 0.0035, 72000;
35, 10, 0, 0, 0.0035, 77500;
36, 7, 1, 0, 0.0035, 7500;
37, 8, 0, 0, 0.0035, 72000;
38, 20, 0, 0, 0.0035, 45000;
39, 8, 1, 0, 0.0035, 7500;
40, 11, 0, 0, 0.0035, 66500;
41, 6, 0, 0, 0.0035, 7500;
42, 10, 1, 0, 0.0035, 40000;
43, 20, 0, 0, 0.0035, 7500;
44, 4, 1, 0, 0.0035, 29000;
45, 15, 0, 0, 0.0035, 24000;
46, 5, 0, 0, 0.0035, 77500;
47, 18, 0, 0, 0.0035, 45000;
48, 2, 0, 0, 0.0035, 61000;
49, 4, 1, 0, 0.0035, 50500;
50, 18, 1, 0, 0.0035, 56000;
51, 13, 0, 0, 0.0035, 61000;
52, 10, 1, 0, 0.0035, 66500;
53, 11, 0, 0, 0.0035, 29000;
54, 13, 0, 0, 0.0035, 7500;
55, 19, 0, 0, 0.0035, 18500;
56, 3, 0, 0, 0.0035, 56000;
57, 18, 1, 0, 0.0035, 50500;
58, 16, 0, 0, 0.0035, 66500;
59, 6, 0, 0, 0.0035, 13000;
60, 10, 0, 0, 0.0035, 18500;
61, 19, 0, 0, 0.0035, 18500;
62, 15, 0, 0, 0.0035, 34500;
63, 14, 1, 0, 0.0035, 24000;
64, 9, 1, 0, 0.0035, 40000;
65, 4, 1, 0, 0.0035, 13000;
66, 13, 1, 0, 0.0035, 29000;
67, 13, 0, 0, 0.0035, 61000;
68, 12, 1, 0, 0.0035, 66500;
69, 15, 0, 0, 0.0035, 72000;
70, 10, 0, 0, 0.0035, 40000;
71, 9, 0, 1, 0.001, 0;
72, 4, 0, 1, 0.001, 0;
73, 15, 0, 1, 0.001, 0;
74, 11, 0, 1, 0.001, 0;
75, 1, 0, 1, 0.001, 0;
76, 5, 0, 1, 0.001, 0;
77, 13, 0, 1, 0.001, 0;
78, 12, 0, 1, 0.001, 0;
79, 6, 0, 1, 0.001, 0;
80, 21, 0, 1, 0.001, 0;
81, 20, 0, 1, 0.001, 0;
82, 7, 0, 1, 0.001, 0;
83, 10, 0, 1, 0.001, 0;
84, 16, 0, 1, 0.001, 0;
85, 19, 0, 1, 0.001, 0;
86, 3, 0, 1, 0.001, 0;
87, 8, 0, 1, 0.001, 0;
88, 2, 0, 1, 0.001, 0;
89, 18, 0, 1, 0.001, 0;
90, 14, 0, 1, 0.001, 0;
