White border ratio: 0.66;
Color code ratio: 0.15;
Demand ratio: 0.4;
Number of slots: 7;
Number of designs: 29;
Number of customer-specific designs: 25;
Number of standard designs: 4;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 1, 0, 0, 0.0035, 69000;
2, 2, 0, 0, 0.0035, 61500;
3, 1, 0, 0, 0.0035, 76500;
4, 3, 0, 0, 0.0035, 24000;
5, 4, 0, 0, 0.0035, 46500;
6, 4, 1, 0, 0.0035, 31500;
7, 1, 1, 0, 0.0035, 69000;
8, 2, 1, 0, 0.0035, 46500;
9, 3, 1, 0, 0.0035, 39000;
10, 4, 0, 0, 0.0035, 31500;
11, 3, 1, 0, 0.0035, 9000;
12, 4, 1, 0, 0.0035, 54000;
13, 3, 0, 0, 0.0035, 69000;
14, 3, 0, 0, 0.0035, 76500;
15, 4, 0, 0, 0.0035, 69000;
16, 1, 1, 0, 0.0035, 46500;
17, 1, 0, 0, 0.0035, 46500;
18, 3, 1, 0, 0.0035, 61500;
19, 2, 0, 0, 0.0035, 16500;
20, 4, 1, 0, 0.0035, 61500;
21, 4, 0, 0, 0.0035, 61500;
22, 1, 1, 0, 0.0035, 24000;
23, 4, 0, 0, 0.0035, 39000;
24, 3, 1, 0, 0.0035, 16500;
25, 4, 1, 0, 0.0035, 69000;
26, 1, 0, 1, 0.001, 0;
27, 2, 0, 1, 0.001, 0;
28, 3, 0, 1, 0.001, 0;
29, 4, 0, 1, 0.001, 0;
