White border ratio: 0.33;
Color code ratio: 0.3;
Demand ratio: 0.4;
Number of slots: 7;
Number of designs: 39;
Number of customer-specific designs: 30;
Number of standard designs: 9;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 7, 0, 0, 0.0035, 14500;
2, 1, 0, 0, 0.0035, 64500;
3, 4, 0, 0, 0.0035, 77000;
4, 8, 0, 0, 0.0035, 64500;
5, 3, 1, 0, 0.0035, 58000;
6, 5, 1, 0, 0.0035, 8000;
7, 4, 0, 0, 0.0035, 14500;
8, 5, 0, 0, 0.0035, 45500;
9, 8, 0, 0, 0.0035, 64500;
10, 7, 0, 0, 0.0035, 8000;
11, 3, 1, 0, 0.0035, 8000;
12, 9, 0, 0, 0.0035, 33000;
13, 5, 0, 0, 0.0035, 8000;
14, 1, 0, 0, 0.0035, 20500;
15, 1, 1, 0, 0.0035, 77000;
16, 9, 0, 0, 0.0035, 14500;
17, 9, 0, 0, 0.0035, 14500;
18, 9, 1, 0, 0.0035, 70500;
19, 3, 1, 0, 0.0035, 20500;
20, 9, 1, 0, 0.0035, 52000;
21, 4, 1, 0, 0.0035, 14500;
22, 4, 0, 0, 0.0035, 64500;
23, 3, 0, 0, 0.0035, 27000;
24, 2, 0, 0, 0.0035, 77000;
25, 8, 1, 0, 0.0035, 20500;
26, 6, 0, 0, 0.0035, 20500;
27, 4, 1, 0, 0.0035, 8000;
28, 3, 0, 0, 0.0035, 20500;
29, 3, 0, 0, 0.0035, 20500;
30, 7, 1, 0, 0.0035, 14500;
31, 7, 0, 1, 0.001, 0;
32, 1, 0, 1, 0.001, 0;
33, 4, 0, 1, 0.001, 0;
34, 8, 0, 1, 0.001, 0;
35, 3, 0, 1, 0.001, 0;
36, 5, 0, 1, 0.001, 0;
37, 9, 0, 1, 0.001, 0;
38, 2, 0, 1, 0.001, 0;
39, 6, 0, 1, 0.001, 0;
