White border ratio: 0.66;
Color code ratio: 0.3;
Demand ratio: 0.4;
Number of slots: 7;
Number of designs: 91;
Number of customer-specific designs: 70;
Number of standard designs: 21;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 18, 1, 0, 0.0035, 22500;
2, 2, 0, 0, 0.0035, 70500;
3, 19, 0, 0, 0.0035, 54500;
4, 6, 1, 0, 0.0035, 46500;
5, 10, 1, 0, 0.0035, 54500;
6, 7, 1, 0, 0.0035, 30500;
7, 4, 1, 0, 0.0035, 76000;
8, 17, 0, 0, 0.0035, 70500;
9, 21, 1, 0, 0.0035, 33000;
10, 11, 1, 0, 0.0035, 9000;
11, 11, 1, 0, 0.0035, 70500;
12, 1, 0, 0, 0.0035, 78500;
13, 15, 1, 0, 0.0035, 44000;
14, 19, 1, 0, 0.0035, 17000;
15, 11, 1, 0, 0.0035, 44000;
16, 1, 1, 0, 0.0035, 17000;
17, 7, 1, 0, 0.0035, 30500;
18, 11, 1, 0, 0.0035, 38500;
19, 2, 0, 0, 0.0035, 44000;
20, 9, 1, 0, 0.0035, 68000;
21, 9, 1, 0, 0.0035, 28000;
22, 8, 0, 0, 0.0035, 54500;
23, 10, 1, 0, 0.0035, 25000;
24, 8, 1, 0, 0.0035, 73500;
25, 3, 1, 0, 0.0035, 73500;
26, 4, 1, 0, 0.0035, 70500;
27, 16, 1, 0, 0.0035, 68000;
28, 14, 1, 0, 0.0035, 46500;
29, 11, 1, 0, 0.0035, 38500;
30, 16, 1, 0, 0.0035, 46500;
31, 8, 0, 0, 0.0035, 62500;
32, 2, 0, 0, 0.0035, 78500;
33, 12, 0, 0, 0.0035, 9000;
34, 4, 0, 0, 0.0035, 30500;
35, 7, 1, 0, 0.0035, 49000;
36, 18, 0, 0, 0.0035, 57000;
37, 18, 1, 0, 0.0035, 25000;
38, 20, 1, 0, 0.0035, 44000;
39, 2, 0, 0, 0.0035, 73500;
40, 17, 1, 0, 0.0035, 78500;
41, 6, 1, 0, 0.0035, 33000;
42, 13, 1, 0, 0.0035, 44000;
43, 3, 1, 0, 0.0035, 49000;
44, 2, 1, 0, 0.0035, 33000;
45, 5, 0, 0, 0.0035, 41000;
46, 9, 0, 0, 0.0035, 54500;
47, 12, 1, 0, 0.0035, 28000;
48, 21, 0, 0, 0.0035, 65500;
49, 18, 0, 0, 0.0035, 46500;
50, 4, 0, 0, 0.0035, 28000;
51, 4, 1, 0, 0.0035, 14500;
52, 3, 0, 0, 0.0035, 57000;
53, 8, 0, 0, 0.0035, 57000;
54, 14, 1, 0, 0.0035, 6500;
55, 8, 1, 0, 0.0035, 62500;
56, 13, 1, 0, 0.0035, 28000;
57, 7, 0, 0, 0.0035, 78500;
58, 1, 1, 0, 0.0035, 28000;
59, 19, 1, 0, 0.0035, 46500;
60, 19, 1, 0, 0.0035, 41000;
61, 2, 1, 0, 0.0035, 76000;
62, 14, 1, 0, 0.0035, 14500;
63, 3, 1, 0, 0.0035, 6500;
64, 9, 1, 0, 0.0035, 49000;
65, 14, 1, 0, 0.0035, 14500;
66, 18, 0, 0, 0.0035, 28000;
67, 10, 1, 0, 0.0035, 54500;
68, 21, 1, 0, 0.0035, 46500;
69, 19, 1, 0, 0.0035, 11500;
70, 9, 0, 0, 0.0035, 38500;
71, 18, 0, 1, 0.001, 0;
72, 2, 0, 1, 0.001, 0;
73, 19, 0, 1, 0.001, 0;
74, 6, 0, 1, 0.001, 0;
75, 10, 0, 1, 0.001, 0;
76, 7, 0, 1, 0.001, 0;
77, 4, 0, 1, 0.001, 0;
78, 17, 0, 1, 0.001, 0;
79, 21, 0, 1, 0.001, 0;
80, 11, 0, 1, 0.001, 0;
81, 1, 0, 1, 0.001, 0;
82, 15, 0, 1, 0.001, 0;
83, 9, 0, 1, 0.001, 0;
84, 8, 0, 1, 0.001, 0;
85, 3, 0, 1, 0.001, 0;
86, 16, 0, 1, 0.001, 0;
87, 14, 0, 1, 0.001, 0;
88, 12, 0, 1, 0.001, 0;
89, 20, 0, 1, 0.001, 0;
90, 13, 0, 1, 0.001, 0;
91, 5, 0, 1, 0.001, 0;
