White border ratio: 0.33;
Color code ratio: 0.3;
Demand ratio: 0.2;
Number of slots: 7;
Number of designs: 116;
Number of customer-specific designs: 90;
Number of standard designs: 26;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 21, 0, 0, 0.0035, 15500;
2, 1, 1, 0, 0.0035, 11500;
3, 1, 0, 0, 0.0035, 40500;
4, 21, 0, 0, 0.0035, 19500;
5, 3, 0, 0, 0.0035, 61500;
6, 4, 1, 0, 0.0035, 53000;
7, 15, 0, 0, 0.0035, 57000;
8, 18, 1, 0, 0.0035, 7000;
9, 14, 1, 0, 0.0035, 57000;
10, 23, 0, 0, 0.0035, 32000;
11, 10, 0, 0, 0.0035, 74000;
12, 27, 0, 0, 0.0035, 40500;
13, 12, 0, 0, 0.0035, 19500;
14, 16, 1, 0, 0.0035, 28000;
15, 1, 0, 0, 0.0035, 32000;
16, 21, 0, 0, 0.0035, 53000;
17, 7, 0, 0, 0.0035, 7000;
18, 13, 0, 0, 0.0035, 57000;
19, 6, 1, 0, 0.0035, 40500;
20, 23, 1, 0, 0.0035, 74000;
21, 7, 1, 0, 0.0035, 65500;
22, 16, 0, 0, 0.0035, 61500;
23, 24, 0, 0, 0.0035, 32000;
24, 21, 0, 0, 0.0035, 36500;
25, 7, 1, 0, 0.0035, 69500;
26, 18, 0, 0, 0.0035, 49000;
27, 25, 0, 0, 0.0035, 57000;
28, 7, 1, 0, 0.0035, 19500;
29, 6, 1, 0, 0.0035, 7000;
30, 25, 1, 0, 0.0035, 78000;
31, 23, 0, 0, 0.0035, 74000;
32, 11, 0, 0, 0.0035, 53000;
33, 4, 0, 0, 0.0035, 78000;
34, 7, 0, 0, 0.0035, 69500;
35, 27, 0, 0, 0.0035, 40500;
36, 17, 1, 0, 0.0035, 44500;
37, 5, 1, 0, 0.0035, 65500;
38, 10, 1, 0, 0.0035, 28000;
39, 17, 1, 0, 0.0035, 44500;
40, 17, 0, 0, 0.0035, 69500;
41, 7, 1, 0, 0.0035, 53000;
42, 20, 1, 0, 0.0035, 49000;
43, 18, 1, 0, 0.0035, 57000;
44, 12, 1, 0, 0.0035, 15500;
45, 14, 0, 0, 0.0035, 53000;
46, 2, 0, 0, 0.0035, 69500;
47, 10, 0, 0, 0.0035, 28000;
48, 6, 1, 0, 0.0035, 15500;
49, 10, 0, 0, 0.0035, 19500;
50, 20, 0, 0, 0.0035, 36500;
51, 10, 0, 0, 0.0035, 44500;
52, 18, 1, 0, 0.0035, 49000;
53, 18, 0, 0, 0.0035, 44500;
54, 27, 0, 0, 0.0035, 7000;
55, 3, 0, 0, 0.0035, 36500;
56, 6, 1, 0, 0.0035, 7000;
57, 1, 0, 0, 0.0035, 32000;
58, 15, 0, 0, 0.0035, 74000;
59, 6, 0, 0, 0.0035, 15500;
60, 6, 0, 0, 0.0035, 36500;
61, 19, 1, 0, 0.0035, 74000;
62, 15, 0, 0, 0.0035, 19500;
63, 11, 0, 0, 0.0035, 61500;
64, 12, 0, 0, 0.0035, 40500;
65, 5, 0, 0, 0.0035, 7000;
66, 16, 1, 0, 0.0035, 40500;
67, 15, 0, 0, 0.0035, 7000;
68, 18, 0, 0, 0.0035, 53000;
69, 19, 1, 0, 0.0035, 69500;
70, 2, 1, 0, 0.0035, 74000;
71, 22, 0, 0, 0.0035, 32000;
72, 25, 1, 0, 0.0035, 74000;
73, 13, 1, 0, 0.0035, 44500;
74, 24, 1, 0, 0.0035, 28000;
75, 11, 0, 0, 0.0035, 40500;
76, 13, 0, 0, 0.0035, 24000;
77, 10, 0, 0, 0.0035, 69500;
78, 6, 0, 0, 0.0035, 53000;
79, 6, 0, 0, 0.0035, 65500;
80, 14, 1, 0, 0.0035, 24000;
81, 26, 1, 0, 0.0035, 15500;
82, 18, 1, 0, 0.0035, 36500;
83, 1, 0, 0, 0.0035, 36500;
84, 20, 1, 0, 0.0035, 57000;
85, 15, 0, 0, 0.0035, 11500;
86, 15, 1, 0, 0.0035, 11500;
87, 16, 0, 0, 0.0035, 78000;
88, 9, 0, 0, 0.0035, 61500;
89, 16, 0, 0, 0.0035, 69500;
90, 19, 1, 0, 0.0035, 61500;
91, 21, 0, 1, 0.001, 0;
92, 1, 0, 1, 0.001, 0;
93, 3, 0, 1, 0.001, 0;
94, 4, 0, 1, 0.001, 0;
95, 15, 0, 1, 0.001, 0;
96, 18, 0, 1, 0.001, 0;
97, 14, 0, 1, 0.001, 0;
98, 23, 0, 1, 0.001, 0;
99, 10, 0, 1, 0.001, 0;
100, 27, 0, 1, 0.001, 0;
101, 12, 0, 1, 0.001, 0;
102, 16, 0, 1, 0.001, 0;
103, 7, 0, 1, 0.001, 0;
104, 13, 0, 1, 0.001, 0;
105, 6, 0, 1, 0.001, 0;
106, 24, 0, 1, 0.001, 0;
107, 25, 0, 1, 0.001, 0;
108, 11, 0, 1, 0.001, 0;
109, 17, 0, 1, 0.001, 0;
110, 5, 0, 1, 0.001, 0;
111, 20, 0, 1, 0.001, 0;
112, 2, 0, 1, 0.001, 0;
113, 19, 0, 1, 0.001, 0;
114, 22, 0, 1, 0.001, 0;
115, 26, 0, 1, 0.001, 0;
116, 9, 0, 1, 0.001, 0;
