White border ratio: 0.33;
Color code ratio: 0.15;
Demand ratio: 0.4;
Number of slots: 7;
Number of designs: 104;
Number of customer-specific designs: 90;
Number of standard designs: 14;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 6, 0, 0, 0.0035, 39500;
2, 9, 0, 0, 0.0035, 31000;
3, 2, 1, 0, 0.0035, 58000;
4, 2, 1, 0, 0.0035, 18500;
5, 7, 1, 0, 0.0035, 72500;
6, 14, 0, 0, 0.0035, 79000;
7, 4, 0, 0, 0.0035, 35000;
8, 8, 0, 0, 0.0035, 10000;
9, 13, 0, 0, 0.0035, 45500;
10, 11, 0, 0, 0.0035, 72500;
11, 12, 0, 0, 0.0035, 8000;
12, 12, 0, 0, 0.0035, 58000;
13, 5, 1, 0, 0.0035, 79000;
14, 13, 1, 0, 0.0035, 12500;
15, 13, 0, 0, 0.0035, 50000;
16, 9, 1, 0, 0.0035, 35000;
17, 6, 1, 0, 0.0035, 22500;
18, 8, 0, 0, 0.0035, 8000;
19, 8, 0, 0, 0.0035, 77000;
20, 11, 0, 0, 0.0035, 39500;
21, 9, 1, 0, 0.0035, 79000;
22, 5, 0, 0, 0.0035, 6000;
23, 2, 0, 0, 0.0035, 10000;
24, 12, 0, 0, 0.0035, 45500;
25, 2, 0, 0, 0.0035, 20500;
26, 10, 1, 0, 0.0035, 50000;
27, 11, 0, 0, 0.0035, 10000;
28, 4, 0, 0, 0.0035, 37500;
29, 7, 0, 0, 0.0035, 12500;
30, 9, 1, 0, 0.0035, 41500;
31, 12, 0, 0, 0.0035, 62500;
32, 1, 0, 0, 0.0035, 68500;
33, 4, 0, 0, 0.0035, 14500;
34, 13, 1, 0, 0.0035, 50000;
35, 1, 0, 0, 0.0035, 37500;
36, 14, 0, 0, 0.0035, 58000;
37, 9, 0, 0, 0.0035, 39500;
38, 14, 1, 0, 0.0035, 25000;
39, 6, 1, 0, 0.0035, 62500;
40, 11, 0, 0, 0.0035, 43500;
41, 9, 0, 0, 0.0035, 39500;
42, 11, 0, 0, 0.0035, 68500;
43, 2, 0, 0, 0.0035, 16500;
44, 14, 1, 0, 0.0035, 77000;
45, 1, 1, 0, 0.0035, 54000;
46, 3, 0, 0, 0.0035, 43500;
47, 7, 0, 0, 0.0035, 10000;
48, 6, 1, 0, 0.0035, 6000;
49, 13, 0, 0, 0.0035, 60000;
50, 3, 1, 0, 0.0035, 25000;
51, 9, 0, 0, 0.0035, 70500;
52, 11, 0, 0, 0.0035, 75000;
53, 7, 0, 0, 0.0035, 8000;
54, 1, 0, 0, 0.0035, 29000;
55, 1, 0, 0, 0.0035, 66500;
56, 8, 0, 0, 0.0035, 62500;
57, 1, 0, 0, 0.0035, 12500;
58, 11, 1, 0, 0.0035, 45500;
59, 8, 0, 0, 0.0035, 20500;
60, 1, 0, 0, 0.0035, 77000;
61, 11, 0, 0, 0.0035, 41500;
62, 12, 0, 0, 0.0035, 29000;
63, 5, 0, 0, 0.0035, 79000;
64, 12, 0, 0, 0.0035, 33000;
65, 3, 0, 0, 0.0035, 72500;
66, 5, 1, 0, 0.0035, 45500;
67, 9, 0, 0, 0.0035, 31000;
68, 4, 0, 0, 0.0035, 35000;
69, 9, 0, 0, 0.0035, 54000;
70, 13, 0, 0, 0.0035, 79000;
71, 2, 0, 0, 0.0035, 64500;
72, 5, 0, 0, 0.0035, 33000;
73, 13, 0, 0, 0.0035, 12500;
74, 8, 1, 0, 0.0035, 64500;
75, 1, 0, 0, 0.0035, 35000;
76, 12, 0, 0, 0.0035, 25000;
77, 10, 1, 0, 0.0035, 54000;
78, 2, 0, 0, 0.0035, 29000;
79, 3, 1, 0, 0.0035, 22500;
80, 12, 0, 0, 0.0035, 50000;
81, 9, 1, 0, 0.0035, 64500;
82, 5, 0, 0, 0.0035, 14500;
83, 9, 0, 0, 0.0035, 12500;
84, 1, 1, 0, 0.0035, 52000;
85, 9, 1, 0, 0.0035, 39500;
86, 4, 1, 0, 0.0035, 25000;
87, 1, 0, 0, 0.0035, 45500;
88, 11, 0, 0, 0.0035, 58000;
89, 3, 1, 0, 0.0035, 56000;
90, 6, 1, 0, 0.0035, 77000;
91, 6, 0, 1, 0.001, 0;
92, 9, 0, 1, 0.001, 0;
93, 2, 0, 1, 0.001, 0;
94, 7, 0, 1, 0.001, 0;
95, 14, 0, 1, 0.001, 0;
96, 4, 0, 1, 0.001, 0;
97, 8, 0, 1, 0.001, 0;
98, 13, 0, 1, 0.001, 0;
99, 11, 0, 1, 0.001, 0;
100, 12, 0, 1, 0.001, 0;
101, 5, 0, 1, 0.001, 0;
102, 10, 0, 1, 0.001, 0;
103, 1, 0, 1, 0.001, 0;
104, 3, 0, 1, 0.001, 0;
