White border ratio: 0.66;
Color code ratio: 0.15;
Demand ratio: 0.2;
Number of slots: 7;
Number of designs: 18;
Number of customer-specific designs: 15;
Number of standard designs: 3;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 1, 1, 0, 0.0035, 42500;
2, 2, 1, 0, 0.0035, 67500;
3, 2, 0, 0, 0.0035, 67500;
4, 1, 0, 0, 0.0035, 67500;
5, 1, 1, 0, 0.0035, 17500;
6, 1, 1, 0, 0.0035, 67500;
7, 3, 0, 0, 0.0035, 17500;
8, 3, 1, 0, 0.0035, 67500;
9, 2, 0, 0, 0.0035, 42500;
10, 2, 1, 0, 0.0035, 17500;
11, 2, 1, 0, 0.0035, 17500;
12, 1, 0, 0, 0.0035, 17500;
13, 2, 1, 0, 0.0035, 67500;
14, 2, 0, 0, 0.0035, 67500;
15, 1, 1, 0, 0.0035, 67500;
16, 1, 0, 1, 0.001, 0;
17, 2, 0, 1, 0.001, 0;
18, 3, 0, 1, 0.001, 0;
