White border ratio: 0.66;
Color code ratio: 0.3;
Demand ratio: 0.2;
Number of slots: 7;
Number of designs: 33;
Number of customer-specific designs: 25;
Number of standard designs: 8;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 5, 1, 0, 0.0035, 72500;
2, 2, 1, 0, 0.0035, 12500;
3, 8, 0, 0, 0.0035, 12500;
4, 2, 1, 0, 0.0035, 57500;
5, 7, 0, 0, 0.0035, 42500;
6, 4, 0, 0, 0.0035, 42500;
7, 7, 0, 0, 0.0035, 72500;
8, 3, 1, 0, 0.0035, 42500;
9, 6, 0, 0, 0.0035, 72500;
10, 8, 1, 0, 0.0035, 72500;
11, 1, 1, 0, 0.0035, 57500;
12, 4, 0, 0, 0.0035, 12500;
13, 5, 0, 0, 0.0035, 12500;
14, 3, 1, 0, 0.0035, 12500;
15, 2, 0, 0, 0.0035, 57500;
16, 7, 0, 0, 0.0035, 72500;
17, 7, 0, 0, 0.0035, 27500;
18, 7, 1, 0, 0.0035, 72500;
19, 7, 1, 0, 0.0035, 27500;
20, 2, 1, 0, 0.0035, 72500;
21, 5, 1, 0, 0.0035, 12500;
22, 1, 1, 0, 0.0035, 72500;
23, 1, 1, 0, 0.0035, 42500;
24, 1, 0, 0, 0.0035, 72500;
25, 7, 0, 0, 0.0035, 57500;
26, 5, 0, 1, 0.001, 0;
27, 2, 0, 1, 0.001, 0;
28, 8, 0, 1, 0.001, 0;
29, 7, 0, 1, 0.001, 0;
30, 4, 0, 1, 0.001, 0;
31, 3, 0, 1, 0.001, 0;
32, 6, 0, 1, 0.001, 0;
33, 1, 0, 1, 0.001, 0;
