White border ratio: 0.33;
Color code ratio: 0.3;
Demand ratio: 0.2;
Number of slots: 7;
Number of designs: 26;
Number of customer-specific designs: 20;
Number of standard designs: 6;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 2, 0, 0, 0.0035, 52000;
2, 3, 1, 0, 0.0035, 70500;
3, 4, 1, 0, 0.0035, 70500;
4, 5, 0, 0, 0.0035, 14500;
5, 5, 0, 0, 0.0035, 52000;
6, 1, 0, 0, 0.0035, 14500;
7, 1, 0, 0, 0.0035, 70500;
8, 1, 1, 0, 0.0035, 52000;
9, 5, 0, 0, 0.0035, 33000;
10, 1, 0, 0, 0.0035, 14500;
11, 2, 1, 0, 0.0035, 70500;
12, 3, 0, 0, 0.0035, 52000;
13, 2, 1, 0, 0.0035, 33000;
14, 4, 1, 0, 0.0035, 33000;
15, 2, 0, 0, 0.0035, 52000;
16, 2, 1, 0, 0.0035, 33000;
17, 6, 0, 0, 0.0035, 14500;
18, 3, 1, 0, 0.0035, 14500;
19, 4, 0, 0, 0.0035, 70500;
20, 1, 0, 0, 0.0035, 14500;
21, 2, 0, 1, 0.001, 0;
22, 3, 0, 1, 0.001, 0;
23, 4, 0, 1, 0.001, 0;
24, 5, 0, 1, 0.001, 0;
25, 1, 0, 1, 0.001, 0;
26, 6, 0, 1, 0.001, 0;
