White border ratio: 0.33;
Color code ratio: 0.15;
Demand ratio: 0.2;
Number of slots: 7;
Number of designs: 29;
Number of customer-specific designs: 25;
Number of standard designs: 4;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 1, 0, 0, 0.0035, 57500;
2, 3, 0, 0, 0.0035, 57500;
3, 1, 0, 0, 0.0035, 57500;
4, 1, 1, 0, 0.0035, 27500;
5, 1, 1, 0, 0.0035, 27500;
6, 3, 0, 0, 0.0035, 12500;
7, 2, 1, 0, 0.0035, 72500;
8, 2, 0, 0, 0.0035, 27500;
9, 2, 0, 0, 0.0035, 42500;
10, 2, 0, 0, 0.0035, 42500;
11, 1, 0, 0, 0.0035, 72500;
12, 1, 0, 0, 0.0035, 42500;
13, 2, 0, 0, 0.0035, 42500;
14, 4, 1, 0, 0.0035, 42500;
15, 3, 0, 0, 0.0035, 12500;
16, 4, 0, 0, 0.0035, 27500;
17, 4, 0, 0, 0.0035, 57500;
18, 1, 0, 0, 0.0035, 27500;
19, 4, 1, 0, 0.0035, 57500;
20, 4, 0, 0, 0.0035, 72500;
21, 1, 0, 0, 0.0035, 72500;
22, 1, 0, 0, 0.0035, 12500;
23, 1, 1, 0, 0.0035, 57500;
24, 1, 0, 0, 0.0035, 72500;
25, 4, 0, 0, 0.0035, 27500;
26, 1, 0, 1, 0.001, 0;
27, 3, 0, 1, 0.001, 0;
28, 2, 0, 1, 0.001, 0;
29, 4, 0, 1, 0.001, 0;
