White border ratio: 0.66;
Color code ratio: 0.3;
Demand ratio: 0.2;
Number of slots: 7;
Number of designs: 26;
Number of customer-specific designs: 20;
Number of standard designs: 6;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 3, 0, 0, 0.0035, 33000;
2, 2, 1, 0, 0.0035, 14500;
3, 1, 1, 0, 0.0035, 70500;
4, 4, 1, 0, 0.0035, 14500;
5, 6, 0, 0, 0.0035, 33000;
6, 6, 1, 0, 0.0035, 33000;
7, 5, 1, 0, 0.0035, 14500;
8, 2, 1, 0, 0.0035, 33000;
9, 1, 0, 0, 0.0035, 33000;
10, 1, 1, 0, 0.0035, 33000;
11, 3, 1, 0, 0.0035, 70500;
12, 4, 1, 0, 0.0035, 70500;
13, 5, 1, 0, 0.0035, 33000;
14, 2, 0, 0, 0.0035, 70500;
15, 5, 1, 0, 0.0035, 70500;
16, 4, 0, 0, 0.0035, 33000;
17, 1, 1, 0, 0.0035, 52000;
18, 4, 0, 0, 0.0035, 52000;
19, 1, 1, 0, 0.0035, 33000;
20, 4, 0, 0, 0.0035, 52000;
21, 3, 0, 1, 0.001, 0;
22, 2, 0, 1, 0.001, 0;
23, 1, 0, 1, 0.001, 0;
24, 4, 0, 1, 0.001, 0;
25, 6, 0, 1, 0.001, 0;
26, 5, 0, 1, 0.001, 0;
