White border ratio: 0.33;
Color code ratio: 0.3;
Demand ratio: 0.2;
Number of slots: 7;
Number of designs: 65;
Number of customer-specific designs: 50;
Number of standard designs: 15;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 10, 1, 0, 0.0035, 39000;
2, 8, 0, 0, 0.0035, 31500;
3, 14, 0, 0, 0.0035, 31500;
4, 1, 0, 0, 0.0035, 16500;
5, 9, 1, 0, 0.0035, 69000;
6, 5, 1, 0, 0.0035, 24000;
7, 7, 1, 0, 0.0035, 39000;
8, 4, 0, 0, 0.0035, 76500;
9, 4, 0, 0, 0.0035, 9000;
10, 2, 0, 0, 0.0035, 39000;
11, 8, 0, 0, 0.0035, 16500;
12, 5, 0, 0, 0.0035, 61500;
13, 2, 0, 0, 0.0035, 16500;
14, 14, 1, 0, 0.0035, 24000;
15, 2, 0, 0, 0.0035, 16500;
16, 7, 0, 0, 0.0035, 31500;
17, 4, 1, 0, 0.0035, 46500;
18, 9, 0, 0, 0.0035, 39000;
19, 13, 0, 0, 0.0035, 24000;
20, 8, 0, 0, 0.0035, 46500;
21, 10, 1, 0, 0.0035, 76500;
22, 1, 1, 0, 0.0035, 76500;
23, 13, 0, 0, 0.0035, 9000;
24, 7, 1, 0, 0.0035, 24000;
25, 9, 0, 0, 0.0035, 16500;
26, 14, 0, 0, 0.0035, 16500;
27, 8, 1, 0, 0.0035, 69000;
28, 15, 0, 0, 0.0035, 16500;
29, 5, 1, 0, 0.0035, 39000;
30, 6, 0, 0, 0.0035, 9000;
31, 1, 0, 0, 0.0035, 54000;
32, 13, 0, 0, 0.0035, 9000;
33, 12, 0, 0, 0.0035, 16500;
34, 3, 0, 0, 0.0035, 54000;
35, 14, 1, 0, 0.0035, 46500;
36, 10, 0, 0, 0.0035, 16500;
37, 4, 0, 0, 0.0035, 61500;
38, 4, 0, 0, 0.0035, 69000;
39, 14, 0, 0, 0.0035, 54000;
40, 11, 0, 0, 0.0035, 24000;
41, 2, 1, 0, 0.0035, 16500;
42, 1, 0, 0, 0.0035, 46500;
43, 9, 0, 0, 0.0035, 9000;
44, 6, 0, 0, 0.0035, 24000;
45, 2, 1, 0, 0.0035, 16500;
46, 8, 0, 0, 0.0035, 24000;
47, 3, 0, 0, 0.0035, 24000;
48, 11, 0, 0, 0.0035, 31500;
49, 1, 1, 0, 0.0035, 9000;
50, 5, 1, 0, 0.0035, 54000;
51, 10, 0, 1, 0.001, 0;
52, 8, 0, 1, 0.001, 0;
53, 14, 0, 1, 0.001, 0;
54, 1, 0, 1, 0.001, 0;
55, 9, 0, 1, 0.001, 0;
56, 5, 0, 1, 0.001, 0;
57, 7, 0, 1, 0.001, 0;
58, 4, 0, 1, 0.001, 0;
59, 2, 0, 1, 0.001, 0;
60, 13, 0, 1, 0.001, 0;
61, 15, 0, 1, 0.001, 0;
62, 6, 0, 1, 0.001, 0;
63, 12, 0, 1, 0.001, 0;
64, 3, 0, 1, 0.001, 0;
65, 11, 0, 1, 0.001, 0;
