White border ratio: 0.33;
Color code ratio: 0.3;
Demand ratio: 0.2;
Number of slots: 7;
Number of designs: 20;
Number of customer-specific designs: 15;
Number of standard designs: 5;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 5, 0, 0, 0.0035, 17500;
2, 3, 1, 0, 0.0035, 42500;
3, 2, 0, 0, 0.0035, 42500;
4, 2, 1, 0, 0.0035, 17500;
5, 1, 0, 0, 0.0035, 42500;
6, 1, 1, 0, 0.0035, 67500;
7, 1, 0, 0, 0.0035, 42500;
8, 4, 0, 0, 0.0035, 17500;
9, 4, 1, 0, 0.0035, 67500;
10, 4, 0, 0, 0.0035, 17500;
11, 2, 0, 0, 0.0035, 17500;
12, 1, 0, 0, 0.0035, 17500;
13, 1, 1, 0, 0.0035, 67500;
14, 3, 0, 0, 0.0035, 17500;
15, 4, 0, 0, 0.0035, 67500;
16, 5, 0, 1, 0.001, 0;
17, 3, 0, 1, 0.001, 0;
18, 2, 0, 1, 0.001, 0;
19, 1, 0, 1, 0.001, 0;
20, 4, 0, 1, 0.001, 0;
