White border ratio: 0.33;
Color code ratio: 0.15;
Demand ratio: 0.4;
Number of slots: 7;
Number of designs: 12;
Number of customer-specific designs: 10;
Number of standard designs: 2;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 2, 0, 0, 0.0035, 14500;
2, 2, 0, 0, 0.0035, 52000;
3, 2, 0, 0, 0.0035, 52000;
4, 2, 0, 0, 0.0035, 70500;
5, 1, 0, 0, 0.0035, 70500;
6, 1, 0, 0, 0.0035, 33000;
7, 2, 0, 0, 0.0035, 33000;
8, 1, 0, 0, 0.0035, 70500;
9, 2, 0, 0, 0.0035, 70500;
10, 2, 1, 0, 0.0035, 14500;
11, 2, 0, 1, 0.001, 0;
12, 1, 0, 1, 0.001, 0;
