White border ratio: 0.33;
Color code ratio: 0.15;
Demand ratio: 0.2;
Number of slots: 7;
Number of designs: 58;
Number of customer-specific designs: 50;
Number of standard designs: 8;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 1, 0, 0, 0.0035, 24000;
2, 1, 0, 0, 0.0035, 39000;
3, 7, 0, 0, 0.0035, 31500;
4, 7, 0, 0, 0.0035, 39000;
5, 4, 0, 0, 0.0035, 46500;
6, 7, 0, 0, 0.0035, 9000;
7, 3, 0, 0, 0.0035, 54000;
8, 3, 0, 0, 0.0035, 31500;
9, 1, 0, 0, 0.0035, 9000;
10, 2, 1, 0, 0.0035, 39000;
11, 2, 0, 0, 0.0035, 31500;
12, 6, 0, 0, 0.0035, 31500;
13, 7, 0, 0, 0.0035, 76500;
14, 3, 0, 0, 0.0035, 61500;
15, 7, 0, 0, 0.0035, 39000;
16, 6, 0, 0, 0.0035, 39000;
17, 6, 0, 0, 0.0035, 61500;
18, 1, 0, 0, 0.0035, 76500;
19, 6, 0, 0, 0.0035, 9000;
20, 7, 1, 0, 0.0035, 61500;
21, 8, 0, 0, 0.0035, 9000;
22, 5, 0, 0, 0.0035, 69000;
23, 8, 1, 0, 0.0035, 69000;
24, 5, 0, 0, 0.0035, 9000;
25, 6, 0, 0, 0.0035, 24000;
26, 2, 0, 0, 0.0035, 69000;
27, 7, 0, 0, 0.0035, 54000;
28, 8, 0, 0, 0.0035, 9000;
29, 1, 0, 0, 0.0035, 54000;
30, 7, 1, 0, 0.0035, 24000;
31, 6, 0, 0, 0.0035, 24000;
32, 1, 0, 0, 0.0035, 16500;
33, 1, 0, 0, 0.0035, 54000;
34, 4, 0, 0, 0.0035, 24000;
35, 2, 1, 0, 0.0035, 69000;
36, 5, 0, 0, 0.0035, 76500;
37, 5, 0, 0, 0.0035, 69000;
38, 3, 1, 0, 0.0035, 16500;
39, 4, 0, 0, 0.0035, 69000;
40, 1, 0, 0, 0.0035, 16500;
41, 1, 0, 0, 0.0035, 61500;
42, 7, 1, 0, 0.0035, 16500;
43, 8, 0, 0, 0.0035, 69000;
44, 4, 0, 0, 0.0035, 69000;
45, 6, 0, 0, 0.0035, 16500;
46, 2, 0, 0, 0.0035, 16500;
47, 8, 1, 0, 0.0035, 31500;
48, 2, 0, 0, 0.0035, 16500;
49, 4, 0, 0, 0.0035, 61500;
50, 1, 0, 0, 0.0035, 54000;
51, 1, 0, 1, 0.001, 0;
52, 7, 0, 1, 0.001, 0;
53, 4, 0, 1, 0.001, 0;
54, 3, 0, 1, 0.001, 0;
55, 2, 0, 1, 0.001, 0;
56, 6, 0, 1, 0.001, 0;
57, 8, 0, 1, 0.001, 0;
58, 5, 0, 1, 0.001, 0;
