White border ratio: 0.33;
Color code ratio: 0.15;
Demand ratio: 0.2;
Number of slots: 7;
Number of designs: 23;
Number of customer-specific designs: 20;
Number of standard designs: 3;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 1, 0, 0, 0.0035, 52000;
2, 2, 0, 0, 0.0035, 14500;
3, 1, 1, 0, 0.0035, 70500;
4, 1, 0, 0, 0.0035, 14500;
5, 1, 0, 0, 0.0035, 33000;
6, 3, 0, 0, 0.0035, 52000;
7, 3, 0, 0, 0.0035, 52000;
8, 1, 0, 0, 0.0035, 52000;
9, 2, 0, 0, 0.0035, 33000;
10, 3, 1, 0, 0.0035, 14500;
11, 3, 1, 0, 0.0035, 33000;
12, 2, 0, 0, 0.0035, 52000;
13, 3, 0, 0, 0.0035, 52000;
14, 2, 0, 0, 0.0035, 52000;
15, 2, 1, 0, 0.0035, 52000;
16, 1, 0, 0, 0.0035, 33000;
17, 1, 0, 0, 0.0035, 52000;
18, 1, 0, 0, 0.0035, 33000;
19, 2, 1, 0, 0.0035, 52000;
20, 2, 0, 0, 0.0035, 52000;
21, 1, 0, 1, 0.001, 0;
22, 2, 0, 1, 0.001, 0;
23, 3, 0, 1, 0.001, 0;
