White border ratio: 0.66;
Color code ratio: 0.3;
Demand ratio: 0.2;
Number of slots: 7;
Number of designs: 65;
Number of customer-specific designs: 50;
Number of standard designs: 15;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 9, 0, 0, 0.0035, 39000;
2, 5, 1, 0, 0.0035, 39000;
3, 10, 1, 0, 0.0035, 9000;
4, 1, 1, 0, 0.0035, 46500;
5, 3, 0, 0, 0.0035, 61500;
6, 9, 1, 0, 0.0035, 9000;
7, 10, 1, 0, 0.0035, 9000;
8, 13, 1, 0, 0.0035, 9000;
9, 5, 0, 0, 0.0035, 46500;
10, 12, 0, 0, 0.0035, 76500;
11, 6, 0, 0, 0.0035, 9000;
12, 11, 1, 0, 0.0035, 31500;
13, 13, 1, 0, 0.0035, 76500;
14, 8, 1, 0, 0.0035, 61500;
15, 8, 1, 0, 0.0035, 39000;
16, 11, 1, 0, 0.0035, 46500;
17, 3, 1, 0, 0.0035, 46500;
18, 8, 1, 0, 0.0035, 54000;
19, 2, 1, 0, 0.0035, 16500;
20, 10, 1, 0, 0.0035, 76500;
21, 12, 1, 0, 0.0035, 39000;
22, 4, 1, 0, 0.0035, 69000;
23, 8, 1, 0, 0.0035, 31500;
24, 10, 1, 0, 0.0035, 9000;
25, 7, 1, 0, 0.0035, 16500;
26, 1, 0, 0, 0.0035, 54000;
27, 6, 0, 0, 0.0035, 31500;
28, 1, 1, 0, 0.0035, 9000;
29, 1, 1, 0, 0.0035, 46500;
30, 10, 1, 0, 0.0035, 46500;
31, 13, 1, 0, 0.0035, 61500;
32, 2, 1, 0, 0.0035, 76500;
33, 5, 1, 0, 0.0035, 39000;
34, 7, 1, 0, 0.0035, 24000;
35, 6, 1, 0, 0.0035, 54000;
36, 5, 1, 0, 0.0035, 16500;
37, 4, 1, 0, 0.0035, 16500;
38, 13, 1, 0, 0.0035, 46500;
39, 2, 1, 0, 0.0035, 24000;
40, 1, 1, 0, 0.0035, 39000;
41, 3, 1, 0, 0.0035, 39000;
42, 15, 0, 0, 0.0035, 24000;
43, 7, 1, 0, 0.0035, 16500;
44, 3, 1, 0, 0.0035, 31500;
45, 14, 1, 0, 0.0035, 46500;
46, 1, 1, 0, 0.0035, 76500;
47, 14, 1, 0, 0.0035, 61500;
48, 15, 1, 0, 0.0035, 69000;
49, 5, 1, 0, 0.0035, 76500;
50, 6, 1, 0, 0.0035, 46500;
51, 9, 0, 1, 0.001, 0;
52, 5, 0, 1, 0.001, 0;
53, 10, 0, 1, 0.001, 0;
54, 1, 0, 1, 0.001, 0;
55, 3, 0, 1, 0.001, 0;
56, 13, 0, 1, 0.001, 0;
57, 12, 0, 1, 0.001, 0;
58, 6, 0, 1, 0.001, 0;
59, 11, 0, 1, 0.001, 0;
60, 8, 0, 1, 0.001, 0;
61, 2, 0, 1, 0.001, 0;
62, 4, 0, 1, 0.001, 0;
63, 7, 0, 1, 0.001, 0;
64, 15, 0, 1, 0.001, 0;
65, 14, 0, 1, 0.001, 0;
