White border ratio: 0.33;
Color code ratio: 0.3;
Demand ratio: 0.4;
Number of slots: 7;
Number of designs: 26;
Number of customer-specific designs: 20;
Number of standard designs: 6;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 5, 0, 0, 0.0035, 66000;
2, 2, 0, 0, 0.0035, 56500;
3, 5, 0, 0, 0.0035, 19000;
4, 3, 0, 0, 0.0035, 56500;
5, 6, 0, 0, 0.0035, 38000;
6, 1, 1, 0, 0.0035, 75500;
7, 6, 1, 0, 0.0035, 56500;
8, 4, 1, 0, 0.0035, 28500;
9, 1, 0, 0, 0.0035, 9500;
10, 2, 1, 0, 0.0035, 38000;
11, 5, 0, 0, 0.0035, 28500;
12, 1, 0, 0, 0.0035, 66000;
13, 2, 1, 0, 0.0035, 28500;
14, 1, 0, 0, 0.0035, 47000;
15, 4, 0, 0, 0.0035, 66000;
16, 2, 0, 0, 0.0035, 19000;
17, 2, 1, 0, 0.0035, 56500;
18, 2, 0, 0, 0.0035, 38000;
19, 6, 0, 0, 0.0035, 19000;
20, 3, 1, 0, 0.0035, 9500;
21, 5, 0, 1, 0.001, 0;
22, 2, 0, 1, 0.001, 0;
23, 3, 0, 1, 0.001, 0;
24, 6, 0, 1, 0.001, 0;
25, 1, 0, 1, 0.001, 0;
26, 4, 0, 1, 0.001, 0;
