White border ratio: 0.33;
Color code ratio: 0.15;
Demand ratio: 0.2;
Number of slots: 7;
Number of designs: 81;
Number of customer-specific designs: 70;
Number of standard designs: 11;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 10, 0, 0, 0.0035, 66500;
2, 8, 1, 0, 0.0035, 45000;
3, 4, 0, 0, 0.0035, 7500;
4, 4, 0, 0, 0.0035, 56000;
5, 3, 0, 0, 0.0035, 72000;
6, 3, 0, 0, 0.0035, 77500;
7, 5, 1, 0, 0.0035, 66500;
8, 9, 0, 0, 0.0035, 18500;
9, 2, 0, 0, 0.0035, 24000;
10, 5, 0, 0, 0.0035, 50500;
11, 7, 0, 0, 0.0035, 61000;
12, 4, 0, 0, 0.0035, 24000;
13, 3, 0, 0, 0.0035, 24000;
14, 4, 0, 0, 0.0035, 34500;
15, 6, 1, 0, 0.0035, 29000;
16, 3, 0, 0, 0.0035, 34500;
17, 2, 0, 0, 0.0035, 45000;
18, 7, 0, 0, 0.0035, 77500;
19, 8, 0, 0, 0.0035, 56000;
20, 1, 0, 0, 0.0035, 50500;
21, 10, 0, 0, 0.0035, 56000;
22, 6, 0, 0, 0.0035, 24000;
23, 10, 0, 0, 0.0035, 61000;
24, 8, 0, 0, 0.0035, 40000;
25, 10, 0, 0, 0.0035, 29000;
26, 10, 1, 0, 0.0035, 50500;
27, 5, 0, 0, 0.0035, 40000;
28, 2, 1, 0, 0.0035, 61000;
29, 3, 0, 0, 0.0035, 40000;
30, 6, 0, 0, 0.0035, 61000;
31, 1, 0, 0, 0.0035, 61000;
32, 9, 0, 0, 0.0035, 34500;
33, 9, 1, 0, 0.0035, 45000;
34, 2, 1, 0, 0.0035, 29000;
35, 8, 1, 0, 0.0035, 45000;
36, 9, 0, 0, 0.0035, 24000;
37, 7, 0, 0, 0.0035, 72000;
38, 3, 0, 0, 0.0035, 45000;
39, 1, 0, 0, 0.0035, 24000;
40, 4, 0, 0, 0.0035, 61000;
41, 6, 0, 0, 0.0035, 66500;
42, 1, 1, 0, 0.0035, 18500;
43, 6, 0, 0, 0.0035, 34500;
44, 8, 1, 0, 0.0035, 72000;
45, 3, 0, 0, 0.0035, 61000;
46, 4, 0, 0, 0.0035, 45000;
47, 3, 1, 0, 0.0035, 24000;
48, 6, 0, 0, 0.0035, 72000;
49, 4, 0, 0, 0.0035, 7500;
50, 11, 0, 0, 0.0035, 13000;
51, 3, 0, 0, 0.0035, 18500;
52, 2, 0, 0, 0.0035, 24000;
53, 8, 0, 0, 0.0035, 7500;
54, 5, 1, 0, 0.0035, 18500;
55, 5, 1, 0, 0.0035, 72000;
56, 8, 0, 0, 0.0035, 72000;
57, 5, 0, 0, 0.0035, 66500;
58, 10, 0, 0, 0.0035, 40000;
59, 6, 0, 0, 0.0035, 18500;
60, 8, 1, 0, 0.0035, 77500;
61, 5, 0, 0, 0.0035, 77500;
62, 10, 0, 0, 0.0035, 72000;
63, 1, 1, 0, 0.0035, 40000;
64, 6, 0, 0, 0.0035, 45000;
65, 8, 0, 0, 0.0035, 24000;
66, 3, 0, 0, 0.0035, 29000;
67, 11, 1, 0, 0.0035, 29000;
68, 9, 1, 0, 0.0035, 45000;
69, 11, 1, 0, 0.0035, 7500;
70, 2, 0, 0, 0.0035, 61000;
71, 10, 0, 1, 0.001, 0;
72, 8, 0, 1, 0.001, 0;
73, 4, 0, 1, 0.001, 0;
74, 3, 0, 1, 0.001, 0;
75, 5, 0, 1, 0.001, 0;
76, 9, 0, 1, 0.001, 0;
77, 2, 0, 1, 0.001, 0;
78, 7, 0, 1, 0.001, 0;
79, 6, 0, 1, 0.001, 0;
80, 1, 0, 1, 0.001, 0;
81, 11, 0, 1, 0.001, 0;
