White border ratio: 0.66;
Color code ratio: 0.15;
Demand ratio: 0.2;
Number of slots: 7;
Number of designs: 35;
Number of customer-specific designs: 30;
Number of standard designs: 5;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 4, 1, 0, 0.0035, 36500;
2, 2, 0, 0, 0.0035, 49000;
3, 1, 0, 0, 0.0035, 11500;
4, 3, 1, 0, 0.0035, 11500;
5, 2, 1, 0, 0.0035, 74000;
6, 2, 0, 0, 0.0035, 11500;
7, 5, 0, 0, 0.0035, 24000;
8, 3, 1, 0, 0.0035, 49000;
9, 4, 0, 0, 0.0035, 36500;
10, 3, 1, 0, 0.0035, 36500;
11, 2, 1, 0, 0.0035, 61500;
12, 3, 0, 0, 0.0035, 36500;
13, 5, 1, 0, 0.0035, 74000;
14, 2, 1, 0, 0.0035, 49000;
15, 1, 0, 0, 0.0035, 61500;
16, 5, 1, 0, 0.0035, 49000;
17, 2, 0, 0, 0.0035, 61500;
18, 2, 1, 0, 0.0035, 49000;
19, 2, 1, 0, 0.0035, 11500;
20, 3, 1, 0, 0.0035, 74000;
21, 3, 1, 0, 0.0035, 11500;
22, 2, 1, 0, 0.0035, 36500;
23, 1, 1, 0, 0.0035, 74000;
24, 3, 1, 0, 0.0035, 11500;
25, 3, 1, 0, 0.0035, 24000;
26, 1, 0, 0, 0.0035, 24000;
27, 5, 1, 0, 0.0035, 49000;
28, 3, 1, 0, 0.0035, 36500;
29, 5, 0, 0, 0.0035, 74000;
30, 2, 0, 0, 0.0035, 36500;
31, 4, 0, 1, 0.001, 0;
32, 2, 0, 1, 0.001, 0;
33, 1, 0, 1, 0.001, 0;
34, 3, 0, 1, 0.001, 0;
35, 5, 0, 1, 0.001, 0;
