White border ratio: 0.66;
Color code ratio: 0.15;
Demand ratio: 0.2;
Number of slots: 7;
Number of designs: 104;
Number of customer-specific designs: 90;
Number of standard designs: 14;
Setup costs: 540;
Max number of different color codes: 2;
ID, Color, White border, Standard, Overproduction costs, Demand:
1, 13, 0, 0, 0.0035, 11500;
2, 14, 1, 0, 0.0035, 57000;
3, 14, 1, 0, 0.0035, 11500;
4, 2, 1, 0, 0.0035, 24000;
5, 10, 1, 0, 0.0035, 28000;
6, 6, 1, 0, 0.0035, 15500;
7, 3, 0, 0, 0.0035, 24000;
8, 5, 1, 0, 0.0035, 24000;
9, 1, 1, 0, 0.0035, 19500;
10, 12, 1, 0, 0.0035, 19500;
11, 5, 1, 0, 0.0035, 57000;
12, 5, 1, 0, 0.0035, 7000;
13, 1, 1, 0, 0.0035, 36500;
14, 13, 1, 0, 0.0035, 49000;
15, 6, 1, 0, 0.0035, 57000;
16, 11, 1, 0, 0.0035, 49000;
17, 11, 1, 0, 0.0035, 32000;
18, 7, 1, 0, 0.0035, 57000;
19, 4, 0, 0, 0.0035, 65500;
20, 14, 1, 0, 0.0035, 19500;
21, 11, 1, 0, 0.0035, 74000;
22, 9, 0, 0, 0.0035, 32000;
23, 5, 1, 0, 0.0035, 19500;
24, 14, 1, 0, 0.0035, 36500;
25, 13, 1, 0, 0.0035, 24000;
26, 13, 1, 0, 0.0035, 69500;
27, 2, 1, 0, 0.0035, 28000;
28, 3, 1, 0, 0.0035, 7000;
29, 2, 0, 0, 0.0035, 32000;
30, 1, 0, 0, 0.0035, 57000;
31, 7, 1, 0, 0.0035, 57000;
32, 1, 1, 0, 0.0035, 36500;
33, 8, 0, 0, 0.0035, 24000;
34, 13, 1, 0, 0.0035, 57000;
35, 14, 1, 0, 0.0035, 19500;
36, 4, 0, 0, 0.0035, 78000;
37, 3, 0, 0, 0.0035, 74000;
38, 4, 1, 0, 0.0035, 65500;
39, 1, 0, 0, 0.0035, 15500;
40, 7, 0, 0, 0.0035, 15500;
41, 4, 1, 0, 0.0035, 11500;
42, 10, 1, 0, 0.0035, 78000;
43, 6, 0, 0, 0.0035, 15500;
44, 5, 1, 0, 0.0035, 15500;
45, 7, 1, 0, 0.0035, 57000;
46, 8, 1, 0, 0.0035, 44500;
47, 7, 1, 0, 0.0035, 69500;
48, 13, 1, 0, 0.0035, 57000;
49, 11, 0, 0, 0.0035, 19500;
50, 6, 1, 0, 0.0035, 78000;
51, 1, 1, 0, 0.0035, 11500;
52, 11, 0, 0, 0.0035, 78000;
53, 3, 0, 0, 0.0035, 32000;
54, 10, 1, 0, 0.0035, 57000;
55, 11, 1, 0, 0.0035, 11500;
56, 4, 0, 0, 0.0035, 15500;
57, 5, 0, 0, 0.0035, 24000;
58, 7, 0, 0, 0.0035, 57000;
59, 13, 0, 0, 0.0035, 28000;
60, 11, 1, 0, 0.0035, 44500;
61, 1, 1, 0, 0.0035, 49000;
62, 10, 0, 0, 0.0035, 65500;
63, 4, 0, 0, 0.0035, 28000;
64, 11, 1, 0, 0.0035, 69500;
65, 3, 0, 0, 0.0035, 69500;
66, 5, 0, 0, 0.0035, 32000;
67, 13, 1, 0, 0.0035, 49000;
68, 10, 1, 0, 0.0035, 7000;
69, 6, 1, 0, 0.0035, 44500;
70, 4, 1, 0, 0.0035, 40500;
71, 1, 1, 0, 0.0035, 15500;
72, 13, 1, 0, 0.0035, 36500;
73, 5, 0, 0, 0.0035, 57000;
74, 11, 0, 0, 0.0035, 24000;
75, 7, 1, 0, 0.0035, 7000;
76, 10, 0, 0, 0.0035, 44500;
77, 2, 1, 0, 0.0035, 36500;
78, 2, 1, 0, 0.0035, 65500;
79, 3, 0, 0, 0.0035, 32000;
80, 7, 0, 0, 0.0035, 53000;
81, 11, 0, 0, 0.0035, 24000;
82, 7, 1, 0, 0.0035, 65500;
83, 14, 1, 0, 0.0035, 11500;
84, 4, 1, 0, 0.0035, 11500;
85, 10, 1, 0, 0.0035, 78000;
86, 11, 1, 0, 0.0035, 78000;
87, 10, 1, 0, 0.0035, 61500;
88, 6, 1, 0, 0.0035, 32000;
89, 1, 0, 0, 0.0035, 36500;
90, 7, 1, 0, 0.0035, 28000;
91, 13, 0, 1, 0.001, 0;
92, 14, 0, 1, 0.001, 0;
93, 2, 0, 1, 0.001, 0;
94, 10, 0, 1, 0.001, 0;
95, 6, 0, 1, 0.001, 0;
96, 3, 0, 1, 0.001, 0;
97, 5, 0, 1, 0.001, 0;
98, 1, 0, 1, 0.001, 0;
99, 12, 0, 1, 0.001, 0;
100, 11, 0, 1, 0.001, 0;
101, 7, 0, 1, 0.001, 0;
102, 4, 0, 1, 0.001, 0;
103, 9, 0, 1, 0.001, 0;
104, 8, 0, 1, 0.001, 0;
